권역,펫샵명,전화번호,도로명주소,지번주소,우편번호,인허가일자,영업상태
서울,푸른들동물병원,02-2699-1222,서울특별시 강서구 양천로 ***-*(염창동),서울특별시 강서구 염창동 ***-**,07543,2023-03-02,영업/정상
서울,해맑은 동물병원,02-3663-7584,"서울특별시 강서구 양천로**길 **-**, 이스타빌*차 *층 ***호 (가양동)",서울특별시 강서구 가양동 ****-* 이스타빌*차 ***호,07526,2024-03-18,영업/정상
서울,구로애조원,02-868-5911,서울특별시 구로구 구로동로**길 ** (구로동),서울특별시 구로구 구로동 ***-**,08311,2016-01-04,영업/정상
서울,구로다나은동물병원,02-2672-7582,"서울특별시 구로구 신도림로 *, ***호 (신도림동)",서울특별시 구로구 신도림동 ***-* ***호,08206,2022-03-15,영업/정상
서울,로얄수족관,2690-7311,서울특별시 구로구 디지털로**길 ** (구로동),서울특별시 구로구 구로동 ***-** (주)이마트 구로점,08379,2012-09-03,영업/정상
서울,아쿠아플러스(주) 금천점,02-890-8000,"서울특별시 금천구 시흥대로 *** (독산동,홈플러스 *층)",서울특별시 금천구 독산동 ***-* 홈플러스 *층,,2012-08-29,영업/정상
서울,도그킹,02-6487-2227,"서울특별시 금천구 시흥대로 ***, *층 (시흥동)",서울특별시 금천구 시흥동 ***,08628,2017-12-04,영업/정상
서울,(주) 엠에이디씨,02-6925-5866,"서울특별시 금천구 가산디지털*로 ***-**, 가산모비우스타워 ****-*호 (가산동)",서울특별시 금천구 가산동 ***-**,08504,2023-02-16,영업/정상
서울,홈플러스 시흥점 수족관,02-895-2080,"서울특별시 금천구 시흥대로 ***, 삼성홈플러스 지하 *층 (시흥동)",서울특별시 금천구 시흥동 ***-** 삼성홈플러스,08632,2023-07-05,영업/정상
서울,도그플러스동물병원,2069-0082,"서울특별시 영등포구 당산로 ** (문래동*가,삼성홈플러스빌딩 *층)",서울특별시 영등포구 문래동*가 **-* 삼성홈플러스빌딩 *층,,2009-03-20,영업/정상
서울,러브펫 동물병원,02-2634-8275,"서울특별시 영등포구 영중로 **, 타임스퀘어 지하층 B***호 (영등포동*가)",서울특별시 영등포구 영등포동*가 *** 타임스퀘어,07305,2009-09-15,영업/정상
서울,베이비몽,02-6180-0086,서울특별시 영등포구 영중로 ** (영등포동*가),서울특별시 영등포구 영등포동*가 **-*,07301,2020-04-20,영업/정상
서울,신풍,02-835-7572,서울특별시 영등포구 신길로 **(신길동),서울특별시 영등포구 신길동 ****,07436,2021-07-05,영업/정상
서울,비쇼네,6137-5236,"서울특별시 영등포구 국제금융로 **, 서울 국제금융 센터 비*동 엘*층 (여의도동)",서울특별시 영등포구 여의도동 ** 서울 국제금융 센터,07326,2022-06-16,영업/정상
서울,아이러브독 서초점,02-523-8077,서울특별시 서초구 서초대로 *** (방배동),서울특별시 서초구 방배동 ***-**,06661,2015-09-23,영업/정상
서울,언커먼독,02-1600-3466,"서울특별시 서초구 논현로*길 ** (양재동, 서초미르)",서울특별시 서초구 양재동 ***-*,06791,2016-12-07,영업/정상
서울,낭만고양이,02-3477-9005,"서울특별시 서초구 사평대로**길 **, *층 (반포동)",서울특별시 서초구 반포동 ***-**,06575,2017-08-17,영업/정상
서울,도그소사이어티,02-582-5998,"서울특별시 서초구 방배중앙로 **, ***호 (방배동)",서울특별시 서초구 방배동 ***-**,06680,2018-07-24,영업/정상
서울,잇츠그루밍타임,02-533-8086,"서울특별시 서초구 효령로 **, 효서빌딩 (방배동)",서울특별시 서초구 방배동 ***-** 효서빌딩,06687,2021-03-05,영업/정상
서울,슈퍼바우,1577-2711,"서울특별시 강남구 선릉로***길 **-*, *층 (신사동)",서울특별시 강남구 신사동 ***-* *층,06018,2012-10-18,영업/정상
서울,강아지마을2012,070-4001-3345,서울특별시 강남구 압구정로**길 ** (신사동),서울특별시 강남구 신사동,06028,2016-10-11,영업/정상
서울,멈미스,02-512-0401,"서울특별시 강남구 압구정로**길 **-*, *층 (청담동)",서울특별시 강남구 청담동 ***-**,06013,2016-10-18,영업/정상
서울,청담펫츠,02-548-8844,"서울특별시 강남구 선릉로 ***, 한솔빌딩 *층 (논현동)",서울특별시 강남구 논현동 ***-** 한솔빌딩 *층,06056,2019-10-21,영업/정상
서울,파이리코,02-6205-1188,"서울특별시 강남구 영동대로 ***, *층 브이***호 (삼성동, 삼성동 미켈란 ***)",서울특별시 강남구 삼성동 *** 삼성동 미켈란 ***,06083,2022-01-07,영업/정상
서울,PET WAVE,02-1551-1515,서울특별시 송파구 송파대로 *** (송파동),서울특별시 송파구 송파동 **-*,05625,2024-04-18,영업/정상
서울,유니온바이오메트릭스,02-6488-3147,"서울특별시 송파구 법원로 ***, 문정대명벨리온 ***호 (문정동)",서울특별시 송파구 문정동 ***-* 문정대명벨리온,05836,2025-05-15,영업/정상
서울,(주)로지스톤,02-400-1387,"서울특별시 송파구 동남로*길 *, 대전빌딩 *층 (문정동)",서울특별시 송파구 문정동 ** 대전빌딩,05805,2020-08-12,영업/정상
서울,야옹아멍멍해봐 송파위례점,02-3012-4400,"서울특별시 송파구 위례서로 ***, 위례제일주유소 *층 (거여동)",서울특별시 송파구 거여동 산 ** 위례제일주유소,05790,2020-08-25,영업/정상
서울,잠실 강아지분양 고양이분양 서리펫,1566-8713,"서울특별시 송파구 석촌호수로 ***, *층 (잠실동)",서울특별시 송파구 잠실동 ***-*,05566,2020-11-16,영업/정상
서울,잠실준25시동물병원,02-415-7580,서울특별시 송파구 석촌호수로 *** (삼전동),서울특별시 송파구 삼전동 **-*,05600,2008-10-21,영업/정상
서울,몰리스펫샵 코리아퍼피 가든점,070-8870-8245,"서울특별시 송파구 충민로 **, 지하*층 (문정동, 가든파이브툴)",서울특별시 송파구 문정동 *** 가든파이브툴 지하*층,05840,2011-07-01,영업/정상
서울,리얼허브애견카페,02-449-2700,서울특별시 송파구 동남로*길 ** (문정동),,05804,2016-08-16,영업/정상
서울,하트동물메디컬센터,02-424-2955,서울특별시 송파구 삼학사로 ** (삼전동),서울특별시 송파구 삼전동 ***-** 신일빌딩,05603,2017-11-22,영업/정상
서울,하치이야기,02-479-3385,서울특별시 강동구 양재대로**길 ** (성내동),서울특별시 강동구 성내동 ***-**,05403,2012-07-31,영업/정상
서울,로얄수족관,02-2690-7311,"서울특별시 강동구 천호대로 **** (천호동, 이마트)",서울특별시 강동구 천호동 ***-*,05328,2012-08-20,영업/정상
서울,멍멍이냥 강아지분양,02-470-4469,서울특별시 강동구 상암로 **-*(천호동),서울특별시 강동구 천호동 ***-**,05319,2016-04-18,영업/정상
서울,미소펫,02-486-4589,"서울특별시 강동구 양재대로 ****, c동 *층 (길동)",서울특별시 강동구 길동 ***-*,05343,2019-09-10,영업/정상
서울,포포앤미루 강동점,02-471-8825,"서울특별시 강동구 양재대로**가길 **, 키키빌딩 *층 (성내동)",서울특별시 강동구 성내동 ***-** 키키빌딩,05405,2022-11-30,영업/정상
서울,어바웃독,02-558-8077,"서울특별시 강동구 양재대로***길 **, ***호 (성내동)",서울특별시 강동구 성내동 ***-**,05374,2023-03-28,영업/정상
인천,(주)이마트 동인천점,032-451-1234,"인천광역시 중구 인중로 ***, 동인천이마트 (신생동)",인천광역시 중구 신생동 ** 동인천이마트,22324,2013-01-02,영업/정상
인천,강아지나라,032-762-1094,"인천광역시 중구 우현로 ** (내동, 피아투,강아지나라)",인천광역시 중구 내동 ***-*,22322,2017-10-25,영업/정상
인천,강아지나라,032-762-1094,"인천광역시 제물포구 우현로 ** (내동, 피아투,강아지나라)",인천광역시 제물포구 내동 ***-*,22322,2017-10-25,영업/정상
인천,주주클럽,032-777-4599,인천광역시 제물포구 송림로 *** (송림동),인천광역시 제물포구 송림동 **-**,22545,2018-05-08,영업/정상
인천,(주)이마트 동인천점,032-451-1234,"인천광역시 제물포구 인중로 ***, 동인천이마트 (신생동)",인천광역시 제물포구 신생동 ** 동인천이마트,22324,2013-01-02,영업/정상
인천,밍키애견,032-889-5001,인천광역시 제물포구 새천년로 ** (송림동),인천광역시 제물포구 송림동 **-**,22560,2009-04-01,영업/정상
인천,둥지애견,032-874-1555,인천광역시 미추홀구 인하로***번길 * (용현동),인천광역시 미추홀구 용현동 **-*,22210,2008-11-05,영업/정상
인천,토토애견,032-873-8015,인천광역시 미추홀구 제일로 ** (도화동),인천광역시 미추홀구 도화동 ***-**,22153,2009-08-13,영업/정상
인천,아지세상(애견샾),032-876-1253,인천광역시 미추홀구 경인로***번길 **-** (주안동),인천광역시 미추홀구 주안동 ***-*,22139,2016-09-29,영업/정상
인천,버디독 고양이분양 강아지분양 안심분양센터 인천점,070-4795-9394,"인천광역시 미추홀구 주안로 ***, *층 (주안동)",인천광역시 미추홀구 주안동 **-*,22134,2023-06-29,영업/정상
인천,홈플러스 인하점 수족관,032-763-2080,"인천광역시 미추홀구 소성로 *, 홈플러스 B*층 (학익동)",인천광역시 미추홀구 학익동 ***-** 홈플러스,22201,2024-02-05,영업/정상
인천,섹시독,032-834-0907,"인천광역시 연수구 컨벤시아대로 **, ***동 ***, ***호 (송도동, 푸르지오월드마크)","인천광역시 연수구 송도동 **-** 푸르지오월드마크 ***동 ***, ***호",22001,2012-05-09,영업/정상
인천,한강아쿠아 롯데마트 연수점,031-527-4244,"인천광역시 연수구 청능대로 ** (청학동, 롯데마트 연수점)",인천광역시 연수구 청학동 ***-*,21926,2012-08-17,영업/정상
인천,몽몽이하우스 인천연수점,032-822-8275,"인천광역시 연수구 청능대로 ***, 홈플러스 인천연수점 B*층 X*,YF호 (동춘동)",인천광역시 연수구 동춘동 *** 스퀘어원,21975,2018-12-03,영업/정상
인천,퍼피하우스 인천송도점,070-4197-9594,"인천광역시 연수구 신송로 ***-**, 대경스위트리아 ***호 (송도동)",인천광역시 연수구 송도동 **-** 대경스위트리아 ***호,22002,2022-05-09,영업/정상
인천,한강아쿠아영어조합법인 송도점,031-527-4244,"인천광역시 연수구 컨벤시아대로 ***, 롯데마트 *층 (송도동)",인천광역시 연수구 송도동 *-** 롯데마트 *층,21998,2023-01-03,영업/정상
인천,주식회사 우연컴퍼니,02-2038-8602,"인천광역시 연수구 테크노파크로***번길 *, 스타빌딩 ***-B**호 (송도동)",인천광역시 연수구 송도동 *-** 스타빌딩 ***호,21998,2023-05-15,영업/정상
인천,유앤미펫 강아지분양 고양이분양 인천본점,1670-2699,인천광역시 남동구 남동대로 *** (간석동),인천광역시 남동구 간석동 ***-*,21545,2017-04-21,영업/정상
인천,인천개공원 카페,032-461-6021,인천광역시 남동구 무네미로 ***-** (장수동),인천광역시 남동구 장수동 ***-*,21530,2018-10-12,영업/정상
인천,애견용품 창고형 할인매장,032-471-0289,인천광역시 남동구 인주대로 *** (만수동),인천광역시 남동구 만수동 ***-**,21589,2018-12-31,영업/정상
인천,인천강아지분양 고양이분양 도그마루,1566-8713,"인천광역시 남동구 앵고개로 ***, *층 ***, ***, ***호 (논현동)","인천광역시 남동구 논현동 ***-* *층 ***, ***, ***호",21673,2020-06-26,영업/정상
인천,퍼피월드,032-551-7896,"인천광역시 계양구 장제로 ****, 장기빌딩 *층 (장기동)",인천광역시 계양구 장기동 ***-* 장기빌딩,21007,2020-12-28,영업/정상
인천,자연동물병원,032-551-0975,"인천광역시 계양구 계양대로**번길 *, ***호 (작전동)",인천광역시 계양구 작전동 ***-* ***호,21120,2010-09-07,영업/정상
인천,베이비몽 강아지분양 인천청라점,032-561-9770,인천광역시 서해구 옥빛로*번안길 * (청라동),인천광역시 서해구 청라동 ***-**,22765,2018-06-07,영업/정상
인천,판다팜 서구신현점,032-572-9341,"인천광역시 서해구 가정로 ***, 서경 플러스 존 B**층 (신현동)",인천광역시 서해구 신현동 ***-* 서경 플러스 존,22778,2018-07-27,영업/정상
인천,우리동물병원,032-566-0075,"인천광역시 서해구 서곶로 ***, *층 (연희동)",인천광역시 서해구 연희동 ***-*,22722,2018-08-02,영업/정상
인천,헤르젠PH컷,032-577-0365,"인천광역시 서해구 고래울로 **, *층 (가좌동)",인천광역시 서해구 가좌동 ***-* *층,22813,2018-10-01,영업/정상
경기,애견백화점,031-256-5090,경기도 수원시 팔달구 정조로 *** (장안동),경기도 수원시 팔달구 장안동 **-*,16252,2008-07-14,영업/정상
경기,펫독 강아지고양이분양 미용,031-698-6821,"경기도 수원시 권선구 세권로 ***, ***호 (세류동, 해피하임아파트)",경기도 수원시 권선구 세류동 ****-* 해피하임아파트 ***호,16579,2010-10-25,영업/정상
경기,(주)밀레펫 서수원점,031-485-5820,경기도 수원시 권선구 수인로 *** (구운동),경기도 수원시 권선구 구운동 ***,,2012-08-24,영업/정상
경기,(주)밀레펫 수원점,031-485-5820,"경기도 수원시 권선구 경수대로 ***, *층 (권선동)",경기도 수원시 권선구 권선동 ****,16585,2012-08-24,영업/정상
경기,쿨펫동물병원,031-237-1175,경기도 수원시 권선구 동수원로 *** (권선동),경기도 수원시 권선구 권선동 ****-* 롯데마트 권선점 *층,16553,2014-03-07,영업/정상
경기,수원강아지분양 고양이분양 아이러브독 말티즈말티푸미니비숑,031-204-2357,경기도 수원시 영통구 반달로 ** (영통동),경기도 수원시 영통구 영통동 ****-* *층,16705,2015-08-21,영업/정상
경기,펫츠랑,031-226-1515,"경기도 수원시 권선구 정조로 ***, *층 (세류동)",경기도 수원시 권선구 세류동 ***-*,16577,2016-10-14,영업/정상
경기,해피주 수원점,031-546-0980,"경기도 수원시 장안구 대평로**번길 **, 라이프스포츠 수원 ***,***(일부)호 (정자동)",경기도 수원시 장안구 정자동 ***-* 라이프스포츠 수원,16334,2019-11-22,영업/정상
경기,해피펫클럽,031-234-2001,"경기도 수원시 팔달구 중부대로**번길 **, *,*층 (인계동)",경기도 수원시 팔달구 인계동 ***-**,16470,2020-01-02,영업/정상
경기,수원시바견,031-303-9525,경기도 수원시 팔달구 정조로***번길 ** (매교동),경기도 수원시 팔달구 매교동 **-*,16465,2021-07-15,영업/정상
경기,아가마미 고양이카페,031-203-4075,"경기도 수원시 영통구 청명남로 **, 거성빌딩 *층 ***호 (영통동)",경기도 수원시 영통구 영통동 ****-** 거성빌딩 ***호,16705,2023-03-10,영업/정상
경기,아마존,031-714-5530,"경기도 성남시 분당구 금곡로 ***, ***호 (금곡동)",경기도 성남시 분당구 금곡동 ***,13617,2014-07-22,영업/정상
경기,우정앤독스,070-4202-7788,경기도 성남시 분당구 발이봉북로**번길 * (수내동),경기도 성남시 분당구 수내동 ***-*,13601,2014-11-26,영업/정상
경기,몽땅 펫샾,070-5035-0760,경기도 성남시 수정구 수정남로***번길 * (산성동),경기도 성남시 수정구 산성동 ***,13123,2015-02-12,영업/정상
경기,비포유,031-715-2298,"경기도 성남시 분당구 성남대로 ***, ***호 (정자동, 시그마타워)",경기도 성남시 분당구 정자동 **-*,13558,2015-05-01,영업/정상
경기,멍스터,8016-5359,경기도 성남시 분당구 운중로***번길 *-* (판교동),경기도 성남시 분당구 판교동 ***-*,13477,2015-09-23,영업/정상
경기,해피애견타운 분당판교점,031-713-3210,경기도 성남시 분당구 백현로***번길 *-* (정자동),경기도 성남시 분당구 정자동 **-**,13609,2015-10-12,영업/정상
경기,마쵸,031-723-9567,"경기도 성남시 중원구 광명로***번길 **, *층 (성남동)",경기도 성남시 중원구 성남동 ****,13362,2015-12-23,영업/정상
경기,도그스101,031-701-7942,경기도 성남시 분당구 안양판교로****번길 ** (백현동),,13539,2016-09-02,영업/정상
경기,펫 파라다이스,070-8840-8182,"경기도 성남시 분당구 백현로 *** (정자동, 정자I PARK)",경기도 성남시 분당구 정자동 **,13596,2016-12-13,영업/정상
경기,(주)펫꼬뺑이,02-6457-8000,경기도 성남시 수정구 오야남로**번길 **-* (오야동),,13100,2017-09-06,영업/정상
경기,한빛,070-8888-9830,"경기도 성남시 수정구 시민로 ***, ***호 (신흥동)",경기도 성남시 수정구 신흥동 ****,13347,2017-09-11,영업/정상
경기,러빈펫(lovin pet),070-7756-2986,"경기도 성남시 분당구 운중로***번길 **-*, *층 (판교동)",경기도 성남시 분당구 판교동 ***-*,13477,2018-01-31,영업/정상
경기,행복한강아지,031-755-8384,"경기도 성남시 수정구 탄리로**번길 *, *층 (태평동)",경기도 성남시 수정구 태평동 ****-* *층,13288,2018-06-25,영업/정상
경기,서울동물병원,031-733-1119,경기도 성남시 중원구 희망로 *** (금광동),경기도 성남시 중원구 금광동 *,13180,2018-07-30,영업/정상
경기,퍼피블러썸,070-4119-3355,"경기도 성남시 분당구 판교역로**번길 **, *층 (백현동)",경기도 성남시 분당구 백현동 ***-*,13536,2019-04-12,영업/정상
경기,중앙동물병원,031-755-9429,"경기도 성남시 수정구 수정로 ***, *층 (태평동)",경기도 성남시 수정구 태평동 ****,13305,2019-08-20,영업/정상
경기,바우스토리,031-756-5882,"경기도 성남시 수정구 위례서일로*길 *-**, *층 (창곡동)",경기도 성남시 수정구 창곡동 ***-**,13647,2019-09-17,영업/정상
경기,아인츠독 강아지애견분양 성남위례본점,031-757-4885,"경기도 성남시 수정구 위례서일로*길 *-**, *층 ***호 (창곡동)",경기도 성남시 수정구 창곡동 ***-* ***호,13647,2019-12-26,영업/정상
경기,반하다펫,031-713-4552,"경기도 성남시 분당구 불곡로 *, 리더스프라자 *층 ***호 (정자동)",경기도 성남시 분당구 정자동 ***-* 리더스프라자,13604,2020-07-02,영업/정상
경기,플란다스의 개,031-718-4552,"경기도 성남시 분당구 불곡로 *, ***호 (정자동,리더스프라자)",경기도 성남시 분당구 정자동 ***-* 리더스프라자 ***호,,2010-09-09,영업/정상
경기,펫다방,070-4632-3239,"경기도 성남시 수정구 시민로 ***, *층 (신흥동)",경기도 성남시 수정구 신흥동 ****,13352,2025-09-19,영업/정상
경기,마이 프렌즈,8017-7708,경기도 성남시 분당구 판교역로**번길 **-* (백현동),경기도 성남시 분당구 백현동 ***-*,,2011-10-26,영업/정상
경기,프라임 도그,070-8639-2098,경기도 성남시 분당구 동판교로**번길 **-* (백현동),경기도 성남시 분당구 백현동 ***-*,,2012-01-12,영업/정상
경기,이리온동물병원 아브뉴프랑 판교점,031-8017-6125,"경기도 성남시 분당구 동판교로***번길 ** (삼평동, 판교 호반 써밋 플레이스)",경기도 성남시 분당구 삼평동 ***,13525,2013-03-13,영업/정상
경기,사랑해줄개,031-713-1366,"경기도 성남시 분당구 내정로**번길 *-**, ***호 (정자동, 금산파킹프라자)",경기도 성남시 분당구 정자동 *** 금산파킹프라자 ***호,13612,2013-03-24,영업/정상
경기,달려라 바우,070-4643-1302,"경기도 성남시 분당구 분당로***번길 **, ***호 (서현동, 효자촌 분산상가 )",경기도 성남시 분당구 서현동 ***,13586,2013-04-12,영업/정상
경기,젠동물병원,031-752-0075,"경기도 성남시 분당구 양현로 ***, *층 (야탑동)",경기도 성남시 분당구 야탑동 ***-*,13501,2013-11-11,영업/정상
경기,꽃강아지,031-701-2770,"경기도 성남시 분당구 양현로**번길 *, ***호 (이매동)",경기도 성남시 분당구 이매동 ***-*,13568,2014-04-08,영업/정상
경기,베스트 의정부 애견 미용학원,031-821-2066,경기도 의정부시 태평로 ** (의정부동),,11697,2016-01-18,영업/정상
경기,데일리독 의정부강아지분양 애견분양,031-878-6319,"경기도 의정부시 시민로 **, 센트럴타워 *층 ***,***,***,***호 (의정부동)",경기도 의정부시 의정부동 *** 센트럴타워,11651,2019-03-26,영업/정상
경기,펫캐슬 의정부 강아지분양 고양이분양 애견샵,031-846-8255,경기도 의정부시 호국로 ****(의정부동),경기도 의정부시 의정부동 ***-*,11692,2021-10-28,영업/정상
경기,베리독 강아지 고양이 의정부점,031-848-2230,"경기도 의정부시 시민로***번길 **, *층 (의정부동)",경기도 의정부시 의정부동 ***-*,11695,2022-09-06,영업/정상
경기,의정부 강아지분양 고양이분양 애견분양 펫하임 의정부본점,031-843-4200,"경기도 의정부시 행복로 **, *, *층 (의정부동)","경기도 의정부시 의정부동 ***-** *, *층",11692,2025-06-10,영업/정상
경기,안양애견,031-448-9339,경기도 안양시 만안구 안양로***번길 * (안양동),경기도 안양시 만안구 안양동 ***-**,13991,2008-09-03,영업/정상
경기,럭셔리애견사랑,031-444-0724,경기도 안양시 만안구 안양로 *** (안양동),경기도 안양시 만안구 안양동 ***-***,13991,2011-06-21,영업/정상
경기,이즈펫 강아지분양 고양이분양 본점,031-458-8282,"경기도 안양시 만안구 안양로 ***, *층 (안양동)",경기도 안양시 만안구 안양동 ***-**,13988,2011-11-25,영업/정상
