권역,약국명,전화번호,도로명주소,지번주소,우편번호,인허가일자,영업상태
서울,혜화동물약국,02-763-0902,"서울특별시 종로구 대학로 146, 혜화동씨티밸리 102-2호 (혜화동)",서울특별시 종로구 혜화동 90-18 혜화동씨티밸리 102-2호,03084,2022-06-07,영업/정상
서울,신세계약국,02-945-2636,서울특별시 종로구 종로 124-1 (종로3가),,03192,2016-08-04,영업/정상
서울,경희궁햇살약국,02-733-3342,"서울특별시 종로구 송월길 99, 203동 2218호 (홍파동, 경희궁자이)",서울특별시 종로구 홍파동 42-13,03165,2017-04-26,영업/정상
서울,대웅약국,02-2272-9947,"서울특별시 종로구 종로 190, 1층 (종로4가)",서울특별시 종로구 종로4가 141-1,03195,2025-02-07,영업/정상
서울,삼원약국,02-739-9302,서울특별시 종로구 새문안로 103-1 (신문로1가),서울특별시 종로구 신문로1가 1-1,03183,2012-06-11,영업/정상
서울,종로백세약국,02-744-2596,"서울특별시 종로구 종로 221, 1층 (종로5가)",서울특별시 종로구 종로5가 76,03126,2023-05-22,영업/정상
서울,유성약국,02-2263-9666,"서울특별시 종로구 동호로 408, 흥일빌딩 1층 (종로5가)",서울특별시 종로구 종로5가 182-4 흥일빌딩 1층,03196,2022-06-21,영업/정상
서울,보령약국,02-763-8182,서울특별시 종로구 종로 203 (종로5가),서울특별시 종로구 종로5가 103,03129,2021-04-27,영업/정상
서울,신백제약국,02-745-8491,"서울특별시 종로구 종로 243, 1층 (종로5가)",서울특별시 종로구 종로5가 20-1,03126,2024-03-22,영업/정상
서울,당근약국,02-735-0709,"서울특별시 종로구 새문안로 83, 1층 (신문로1가)",서울특별시 종로구 신문로1가 34,03182,2023-04-03,영업/정상
서울,송이약국,02-720-1777,"서울특별시 종로구 종로 19, 르메이에르종로타운1 2층 206-1호 (종로1가)",서울특별시 종로구 종로1가 24 르메이에르종로타운1 206-1호,03157,2024-08-20,영업/정상
서울,행운약국,02-765-9997,"서울특별시 종로구 대명길 21-2, 행운약국 (명륜4가)",서울특별시 종로구 명륜4가 47 행운약국,03078,2022-05-06,영업/정상
서울,양지약국,02-2266-6968,"서울특별시 중구 수표로 23, 영락빌딩 1층 101-B호 (저동2가)",서울특별시 중구 저동2가 50-1 영락빌딩,04552,2022-06-07,영업/정상
서울,서울하이약국,070-4133-8275,서울특별시 중구 세종대로 11-1 (남대문로5가),서울특별시 중구 남대문로5가 6-9,04512,2019-10-14,영업/정상
서울,다산온누리약국,02-381-5190,서울특별시 중구 다산로 133-1 (신당동),서울특별시 중구 신당동,04607,2016-11-03,영업/정상
서울,건강백세약국,02-392-7850,서울특별시 중구 서소문로 12 (중림동),서울특별시 중구 중림동 398-6,04503,2024-10-11,영업/정상
서울,약수하나약국,02-2232-0363,"서울특별시 중구 다산로 111, 1층 (신당동, 한미빌딩)",,04598,2016-06-09,영업/정상
서울,휴베이스하이약국,070-7778-8275,"서울특별시 중구 명동9가길 14, 메트로호텔 1층 (을지로2가)",서울특별시 중구 을지로2가 199-33 메트로호텔,04534,2022-09-15,영업/정상
서울,남대문약국,02-6958-7022,서울특별시 중구 남대문로 20(남대문로3가),서울특별시 중구 남대문로3가 30-7,04529,2022-04-13,영업/정상
서울,광주약국,02-756-3609,"서울특별시 중구 퇴계로 45, 남일물산 (남창동)",서울특별시 중구 남창동 47-12 남일물산,04529,2013-06-21,영업/정상
서울,서현온누리약국,02-776-5830,"서울특별시 중구 퇴계로 61, 1층 (남창동, 금오빌딩)",서울특별시 중구 남창동 9-15,04529,2017-07-17,영업/정상
서울,메디칼하나약국,02-2252-2501,"서울특별시 중구 다산로 134, 덕영빌딩 (신당동)",서울특별시 중구 신당동 369-22 덕영빌딩,04590,2021-02-04,영업/정상
서울,홍신약국,02-776-5117,"서울특별시 중구 남대문로9길 40, 센터플레이스(Center Place) 108-1호 (다동)",서울특별시 중구 다동 155 센터플레이스(Center Place),04522,2023-08-01,영업/정상
서울,백현약국,02-2237-7585,서울특별시 중구 난계로23길 1 (황학동),서울특별시 중구 황학동 2153,04573,2024-03-18,영업/정상
서울,약수호랑이약국,02-2256-6790,"서울특별시 중구 동호로 179, 1층 (신당동)",서울특별시 중구 신당동 369-48,04597,2025-02-03,영업/정상
서울,메디팜늘봄약국,02-2233-9700,"서울특별시 중구 다산로 223, 신당빌딩 (신당동)",서울특별시 중구 신당동 292-72 신당빌딩,04611,2024-08-29,영업/정상
서울,고향약국,02-3789-7749,서울특별시 중구 남대문로 22(남대문로3가),서울특별시 중구 남대문로3가 30-1,04529,2022-05-09,영업/정상
서울,왕솔약국,02-773-5001,서울특별시 중구 남대문로 36(회현동1가),서울특별시 중구 회현동1가 202-1,04529,2021-10-20,영업/정상
서울,우리네약국,02-2252-3335,"서울특별시 중구 동호로10길 30, 103,104호 (신당동)",서울특별시 중구 신당동 842,04593,2013-07-19,영업/정상
서울,꽃피는온누리약국,02-6324-7575,"서울특별시 중구 을지로5길 26, 미래에셋 센터원(Mirae Asset CENTER1) 지하1층 (수하동)",서울특별시 중구 수하동 67 미래에셋 센터원(Mirae Asset CENTER1),04539,2022-05-18,영업/정상
서울,샘물온누리약국,02-965-3336,"서울특별시 중구 퇴계로88길 45, 1층 (신당동)",서울특별시 중구 신당동,04583,2013-07-19,영업/정상
서울,판도라 숭례문 약국,02-3789-2638,"서울특별시 중구 세종대로 13, 1층 (남대문로5가)",서울특별시 중구 남대문로5가 6-8,04512,2019-11-01,영업/정상
서울,셀메드 필약국,02-2268-7552,"서울특별시 중구 필동로 14, 민성빌딩 1층 (필동2가)",서울특별시 중구 필동2가 19-11 민성빌딩,04625,2020-06-15,영업/정상
서울,럭키약국,02-6338-7771,"서울특별시 중구 충무로2길 34, 101호 (충무로4가)",서울특별시 중구 충무로4가 133-1,04557,2026-02-23,영업/정상
서울,5층사랑약국,02-6933-5177,"서울특별시 중구 서소문로 103, 배재빌딩 511호 (서소문동)",서울특별시 중구 서소문동 55-4 배재빌딩,04516,2023-08-03,영업/정상
서울,스타온누리약국,2235-7193,"서울특별시 중구 퇴계로 452-1, B동 1층 (신당동)",서울특별시 중구 신당동 150-12,04578,2023-09-18,영업/정상
서울,상산약국,02-2252-3354,"서울특별시 중구 퇴계로 435, 1층 (황학동)",서울특별시 중구 황학동 719,04576,2026-03-17,영업/정상
서울,뿌리약국,02-2253-7703,"서울특별시 중구 다산로 112, 담스빌딩 지하1층 (신당동)",서울특별시 중구 신당동 368-99 담스빌딩,04597,2026-03-13,영업/정상
서울,신성약국,02-2273-1390,"서울특별시 중구 다산로 215, 1층 (신당동)",서울특별시 중구 신당동 292-127,04611,2026-04-03,영업/정상
서울,을지약국,02-3706-7204,"서울특별시 중구 을지로 170, 을지트윈타워 1층 107호 (을지로4가)",서울특별시 중구 을지로4가 323 을지트윈타워,04548,2023-11-14,영업/정상
서울,연합약국,02-595-7882,"서울특별시 중구 퇴계로 120, 1층 (남산동1가)",서울특별시 중구 남산동1가 1-2,04631,2021-07-16,영업/정상
서울,가나약국,070-4880-4364,"서울특별시 중구 다산로 171, 1층 (신당동)",서울특별시 중구 신당동 336-7,04608,2024-03-28,영업/정상
서울,밝은약국,02-2231-7568,"서울특별시 중구 다산로 258, 리마크빌 동대문 1층 102호 (흥인동)",서울특별시 중구 흥인동 86 리마크빌 동대문,04570,2024-05-22,영업/정상
서울,동국약국,02-2267-6767,서울특별시 중구 서애로1길 16 (필동3가),서울특별시 중구 필동3가 19-7,04623,2023-07-07,영업/정상
서울,소망약국,02-2253-2355,서울특별시 중구 퇴계로88길 42 (신당동),서울특별시 중구 신당동 145-3,04583,2020-11-16,영업/정상
서울,신중앙약국,02-2237-9602,"서울특별시 중구 퇴계로 436, 1층 (신당동)",서울특별시 중구 신당동 140-1,04578,2017-10-19,영업/정상
서울,판다약국,02-6080-4977,"서울특별시 중구 명동7길 13, 명동증권빌딩 1층 (명동1가)",서울특별시 중구 명동1가 59-1 명동증권빌딩,04534,2024-07-02,영업/정상
서울,남산우리약국,02-3789-7582,"서울특별시 중구 소공로 35, 102호 (회현동1가, 남산 롯데캐슬)",서울특별시 중구 회현동1가 208 남산 롯데캐슬,04632,2022-05-09,영업/정상
서울,을지로다정약국,02-732-2462,"서울특별시 중구 을지로 51, 내외빌딩 4층 (을지로2가)",서울특별시 중구 을지로2가 6 내외빌딩,04539,2021-07-05,영업/정상
서울,웰니스약국,02-3789-5088,"서울특별시 중구 명동10길 51, 나인트리호텔 1층 (충무로2가)",서울특별시 중구 충무로2가 63-2 삼윤빌딩,04537,2019-02-11,영업/정상
서울,평화약국,02-755-6059,"서울특별시 중구 남대문시장길 21, 1층 (남대문로4가)",서울특별시 중구 남대문로4가 18-11,04528,2025-04-14,영업/정상
서울,신세계약국,02-797-8403,"서울특별시 용산구 장문로 94, 연소아과의원, 신세계약국 (보광동)","서울특별시 용산구 보광동 216-100 연소아과의원, 신세계약국",04395,2018-03-21,영업/정상
서울,다올약국,02-702-7083,"서울특별시 용산구 청파로 251, 지하1층 2호 (청파동3가)",서울특별시 용산구 청파동3가 80-6 지하1층 2호,04313,2022-06-27,영업/정상
서울,한라약국,02-795-7603,서울특별시 용산구 보광로 124 (이태원동),서울특별시 용산구 이태원동 131-3,04406,2016-09-12,영업/정상
서울,센트럴파란문약국,02-3785-3365,"서울특별시 용산구 한강대로 95, A동 2층 208-1호 (한강로2가, 래미안용산 더 센트럴)",서울특별시 용산구 한강로2가 422 래미안용산 더 센트럴 A동 208-1호,04378,2019-04-18,영업/정상
서울,라임약국,02-702-5632,"서울특별시 용산구 백범로90길 38, 102호 (문배동, 프라임펠리스)",서울특별시 용산구 문배동 24-8 프라임펠리스 102호,04369,2022-08-22,영업/정상
서울,메디팜 미래로 약국,02-713-8716,서울특별시 용산구 청파로47길 40 (청파동2가),서울특별시 용산구 청파동2가 71-14,04309,2013-06-11,영업/정상
서울,경인약국,02-715-6083,"서울특별시 용산구 새창로14길 50, 경인약국 (용문동)",서울특별시 용산구 용문동 41-2 경인약국,04356,2026-02-10,영업/정상
서울,기분좋은약국,02-3785-1031,"서울특별시 용산구 한강대로 66, 306호 (한강로2가)",서울특별시 용산구 한강로2가 210-1,04387,2026-01-14,영업/정상
서울,보현약국,02-775-1981,"서울특별시 용산구 신흥로20길 1 (용산동2가, 세명치과)",서울특별시 용산구 용산동2가 1-530,04328,2016-07-18,영업/정상
서울,정화약국,02-774-2399,"서울특별시 용산구 두텁바위로 11 (갈월동, 일심외과의원, 정화약국)",,04335,2016-09-09,영업/정상
서울,옵티마찬미약국,02-790-4080,서울특별시 용산구 대사관로30길 17 (한남동),서울특별시 용산구 한남동 631-17,04402,2024-04-19,영업/정상
서울,메디킹덤약국,02-2078-2930,"서울특별시 용산구 청파로 74, 전자랜드 116호 (한강로3가)",서울특별시 용산구 한강로3가 16-9 전자랜드,04372,2026-02-04,영업/정상
서울,새희망약국,02-739-2296,"서울특별시 용산구 독서당로 67, 205호 (한남동)",서울특별시 용산구 한남동 261-6,04419,2025-07-16,영업/정상
서울,용산파크약국,02-797-5055,"서울특별시 용산구 서빙고로 17, 용산센트럴파크 해링턴스퀘어 몰D 104동 2층 50호 (한강로3가)",서울특별시 용산구 한강로3가 63-70 용산센트럴파크 해링턴스퀘어 몰D 104동 2층 50호,04387,2021-04-29,영업/정상
서울,미라클약국,070-7723-6050,"서울특별시 용산구 한강대로 259, 고려에이트리움 109호 (갈월동)",서울특별시 용산구 갈월동 101-49 고려에이트리움 109호,04322,2021-04-27,영업/정상
서울,한국구일온누리약국,02-794-6045,"서울특별시 용산구 이촌로 300, 렉스상가 2-2, 3-1호 (이촌동)","서울특별시 용산구 이촌동 301-263 렉스상가 2-2,3-1호",04425,2021-12-10,영업/정상
서울,해피약국,02-6953-8785,"서울특별시 용산구 서빙고로 17, 용산센트럴파크해링턴스퀘어 상가동 2층 108호 (한강로3가)",서울특별시 용산구 한강로3가 98 2층 108호,04387,2022-04-15,영업/정상
서울,인원약국,02-774-4035,"서울특별시 용산구 신흥로20길 5 (용산동2가, 인원약국)",서울특별시 용산구 용산동2가 1-560,04328,2017-09-05,영업/정상
서울,이촌사랑약국,02-764-1687,"서울특별시 용산구 이촌로 300, 렉스상가 1호 (이촌동)",서울특별시 용산구 이촌동 301-263 렉스상가 1호,04425,2019-10-07,영업/정상
서울,힐링약국,02-797-1175,"서울특별시 용산구 신흥로 53, 기업은행 지상1층 (용산동2가)",서울특별시 용산구 용산동2가 27-4 기업은행,04338,2018-03-21,영업/정상
서울,솔약국,02-3272-1117,"서울특별시 용산구 백범로 341, 128-1호 (원효로1가, 리첸시아 용산)",서울특별시 용산구 원효로1가 133-3 리첸시아 용산 128-1호,04315,2022-08-04,영업/정상
서울,3층파란문약국,02-796-9008,"서울특별시 용산구 한강대로 69, 상가동 3층 305-1호 (한강로2가, 용산푸르지오써밋)",서울특별시 용산구 한강로2가 420 용산푸르지오써밋,04378,2023-05-23,영업/정상
서울,메디팜나은약국,02-373-8068,"서울특별시 용산구 한강대로 211, 1층 110호 (한강로1가, 대우 월드마크 용산)",서울특별시 용산구 한강로1가 64 1층 110호,04322,2016-07-18,영업/정상
서울,종로프라자약국,02-2012-1276,"서울특별시 용산구 한강대로23길 55, 이마트용산점 지하2층 (한강로3가)",서울특별시 용산구 한강로3가 40-999 이마트용산점 지하2층,04377,2020-10-15,영업/정상
서울,이화약국,070-8860-7760,서울특별시 용산구 대사관로 60 (한남동),서울특별시 용산구 한남동 638-4,04402,2023-04-11,영업/정상
서울,숙명온누리약국,02-717-6415,"서울특별시 용산구 청파로47길 66, 중하빌딩 지상1층 (청파동2가)",서울특별시 용산구 청파동2가 63-5 중하빌딩,04310,2018-03-19,영업/정상
서울,하늘약국,02-3785-2202,"서울특별시 용산구 한강대로 95, B동 2층 228호 (한강로2가, 래미안용산 더 센트럴)",서울특별시 용산구 한강로2가 422 래미안용산 더 센트럴,04378,2023-08-28,영업/정상
서울,국민약국,02-749-7799,"서울특별시 용산구 이태원로 186, 국민은행 1층 (이태원동)",서울특별시 용산구 이태원동 127-7 국민은행 1층,04406,2024-09-13,영업/정상
서울,편한약국,02-793-8887,"서울특별시 용산구 서빙고로 17, 용산센트럴파크해링턴스퀘어 1층 47호 (한강로3가)",서울특별시 용산구 한강로3가 63-70 용산센트럴파크해링턴스퀘어 1층 47호,04387,2021-12-14,영업/정상
서울,이층성장약국,02-792-7881,서울특별시 용산구 이촌로 224 (이촌동),서울특별시 용산구 이촌동 300-27 2층,04427,2013-06-11,영업/정상
서울,가장큰태평양약국,02-790-3376,"서울특별시 용산구 대사관로 52, 1층 (한남동)",서울특별시 용산구 한남동 653-1,04402,2014-05-22,영업/정상
서울,나라약국,02-6949-3332,"서울특별시 용산구 청파로47길 7, 102호 (청파동3가)",서울특별시 용산구 청파동3가 21-9 102호,04313,2021-05-07,영업/정상
서울,후문약국,02-2299-7800,서울특별시 성동구 마조로 22-3(행당동),서울특별시 성동구 행당동 12-8,04762,2021-08-24,영업/정상
서울,더숲약국,02-6464-0505,"서울특별시 성동구 왕십리로 241, 서울숲 더샵 204동 GF층 B103호 (행당동, 서울숲 더샵)",서울특별시 성동구 행당동 377 서울숲 더샵,04765,2025-09-01,영업/정상
서울,성수베리뉴약국,02-462-0331,"서울특별시 성동구 연무장7길 12, 세대빌딩 1층 101호 (성수동2가)",서울특별시 성동구 성수동2가 315-70 세대빌딩,04782,2026-02-23,영업/정상
서울,성수햇살약국,02-463-5657,"서울특별시 성동구 아차산로 120, 베델 플레이스 3층 302호 (성수동2가)",서울특별시 성동구 성수동2가 317-3 베델 플레이스 302호,04783,2025-03-13,영업/정상
서울,안즈약국,02-6104-1917,"서울특별시 성동구 연무장3길 13, 1층 (성수동2가)",서울특별시 성동구 성수동2가 301-8,04782,2026-02-20,영업/정상
서울,옵티마뚝도시장약국,02-467-4711,서울특별시 성동구 성덕정길 96-1 (성수동2가),서울특별시 성동구 성수동2가 532-19,04775,2015-01-09,영업/정상
서울,유연약국,02-2297-9733,"서울특별시 성동구 왕십리로 410, 상가L동 3층 318호 (하왕십리동, 센트라스)",서울특별시 성동구 하왕십리동 1070 센트라스상가 L동 318호,04701,2019-02-12,영업/정상
서울,더밝은약국,02-2281-7923,"서울특별시 성동구 마조로9길 15, 1층 (행당동)",서울특별시 성동구 행당동 1-33,04760,2019-04-09,영업/정상
서울,은하약국,02-2282-3607,서울특별시 성동구 장터길 32-1 (금호동4가),서울특별시 성동구 금호동4가 1196,04725,2024-07-19,영업/정상
서울,더힘찬약국,02-2299-0104,"서울특별시 성동구 독서당로 302, 대도빌딩 3층 5호 (금호동4가)",서울특별시 성동구 금호동4가 548-1,04737,2023-09-12,영업/정상
서울,국제약국,02-2294-3833,서울특별시 성동구 독서당로 288-1(금호동4가),서울특별시 성동구 금호동4가 578,04737,2022-07-15,영업/정상
서울,용답원약국,02-2216-6227,"서울특별시 성동구 용답19길 1, 1층 (용답동)",서울특별시 성동구 용답동 51-9,04804,2024-09-19,영업/정상
서울,조이온누리약국,02-2282-7808,"서울특별시 성동구 왕십리로 322, 한성아펠타워 1층 102호 (도선동)",서울특별시 성동구 도선동 53 한성아펠타워 102호,04709,2022-08-01,영업/정상
서울,참사랑약국,02-2292-7369,서울특별시 성동구 마장로 300 (마장동),서울특별시 성동구 마장동 791-2,04758,2018-08-22,영업/정상
서울,성동동물약국,02-2297-0999,"서울특별시 성동구 금호로 158-2, 지1층 (금호동1가)",서울특별시 성동구 금호동1가 121-3,04721,2019-04-18,영업/정상
서울,영민약국,02-466-1377,"서울특별시 성동구 성수일로10길 32, 창미빌딩 1층 106호 (성수동2가)",서울특별시 성동구 성수동2가 284-68 창미빌딩1층 106호,04793,2024-03-07,영업/정상
서울,새봄약국,02-6085-4411,"서울특별시 성동구 왕십리로 410, 상가L동 2층 210-1호 (하왕십리동, 센트라스)",서울특별시 성동구 하왕십리동 1070 센트라스,04701,2020-07-13,영업/정상
서울,왕십리길약국,02-2298-9888,"서울특별시 성동구 왕십리로 333, 유성빌딩 1층 (하왕십리동)",서울특별시 성동구 하왕십리동 966-11 유성빌딩,04715,2022-08-10,영업/정상
서울,방초한약국,02-2295-5529,"서울특별시 성동구 난계로 114-31, 상가동 2층 201호 (하왕십리동, 금호베스트빌)",,04711,2017-05-01,영업/정상
서울,성수약국,02-469-9886,서울특별시 성동구 아차산로 116 (성수동2가),서울특별시 성동구 성수동2가 315-1,04782,2021-05-10,영업/정상
서울,코코온누리약국,02-465-9995,"서울특별시 성동구 아차산로 48, 1층 (성수동1가)",서울특별시 성동구 성수동1가 14-51,04779,2023-10-26,영업/정상
서울,행복이열리는약국,02-2253-6060,"서울특별시 성동구 독서당로 299-2, 1층 (금호동3가)",서울특별시 성동구 금호동3가 373-1,04730,2022-04-11,영업/정상
서울,바로여기약국,02-466-8562,"서울특별시 성동구 아차산로17길 26, 규장각빌딩 103호 (성수동2가)",서울특별시 성동구 성수동2가 279-46 규장각빌딩 103호,04799,2024-05-07,영업/정상
서울,메디팜푸른약국,6015-2500,"서울특별시 성동구 무학로 33, 151동 104호 (하왕십리동, 텐즈힐@상가)",서울특별시 성동구 하왕십리동 339-67 텐즈힐@상가 151동 104호,04702,2015-08-21,영업/정상
서울,성수서울숲약국,02-499-1164,"서울특별시 성동구 왕십리로 114, 신한빌딩 103호 (성수동1가)",서울특별시 성동구 성수동1가 656-297 신한빌딩 103호,04778,2024-07-15,영업/정상
서울,미소약국,02-2299-4041,"서울특별시 성동구 왕십리로 271-1, 1층 (행당동)",서울특별시 성동구 행당동 134-4,04745,2025-12-15,영업/정상
서울,혼약국,02-499-9990,"서울특별시 성동구 연무장길 60, 1층 101호, 2층 201호 (성수동2가)",서울특별시 성동구 성수동2가 320-1,04781,2026-08-28,영업/정상
서울,실로암약국,02-2216-5360,서울특별시 성동구 용답중앙15길 11 (용답동),서울특별시 성동구 용답동 58-3,04804,2018-11-16,영업/정상
서울,어울림온누리약국,02-3395-8777,"서울특별시 성동구 한림말1길 16, 1층 (옥수동)",서울특별시 성동구 옥수동 363,04735,2024-01-15,영업/정상
서울,달빛약국,02-2282-1114,"서울특별시 성동구 독서당로 202, Dal 애비뉴 빌딩 지1층 B102호 (옥수동)",서울특별시 성동구 옥수동 262-1 Dal 애비뉴 빌딩 지하1층 B102호,04734,2024-09-26,영업/정상
서울,자연생약국,02-395-5068,"서울특별시 성동구 행당로 111, 1층 (행당동)",서울특별시 성동구 행당동 317-82 1층,04714,2024-03-21,영업/정상
서울,성수오렌지약국,02-463-0711,"서울특별시 성동구 아차산로7길 11, 1층 (성수동2가)",서울특별시 성동구 성수동2가 289-101 1층,04793,2024-02-07,영업/정상
서울,건강미소약국,02-2282-3367,"서울특별시 성동구 독서당로 220, 1층 102호 (옥수동)",서울특별시 성동구 옥수동 250-2 102호,04735,2025-03-31,영업/정상
서울,자이팜약국,02-2299-7582,"서울특별시 성동구 고산자로2길 67, 서울숲리버뷰자이(상가1동) 1203호 (행당동)",서울특별시 성동구 행당동 380 서울숲리버뷰자이(상가1동) 1203호,04745,2019-07-03,영업/정상
서울,옥수벽산약국,02-2299-9337,"서울특별시 성동구 한림말길 56, 강변벽산빌라트 (옥수동)",서울특별시 성동구 옥수동 191-3 강변벽산빌라트,04736,2021-06-23,영업/정상
서울,메디팜보배약국,02-461-5666,"서울특별시 성동구 아차산로7길 19, 1층 (성수동2가)",서울특별시 성동구 성수동2가 289-84 1층,04793,2024-02-15,영업/정상
서울,유림약국,02-2292-5235,서울특별시 성동구 무학봉13길 1 (하왕십리동),서울특별시 성동구 하왕십리동 982-10,04710,2014-11-17,영업/정상
서울,설약국,02-2294-8274,"서울특별시 성동구 마조로1길 39, 1층 (행당동)",서울특별시 성동구 행당동 168-78,04760,2021-08-11,영업/정상
서울,금호프라자약국,02-2291-5450,"서울특별시 성동구 독서당로 302, 1층 (금호동4가)",서울특별시 성동구 금호동4가 548-1 1층,04737,2024-02-21,영업/정상
서울,한솔약국,02-2295-5135,"서울특별시 성동구 고산자로 342, 파티마의원 1층 (마장동)",서울특별시 성동구 마장동 521-12,04748,2023-03-31,영업/정상
서울,산호약국,02-2298-5414,"서울특별시 성동구 왕십리로 328-1, 산호약국 1층 (도선동)",서울특별시 성동구 도선동 253-13 산호약국,04709,2022-01-03,영업/정상
