권역,약국명,전화번호,도로명주소,지번주소,우편번호,인허가일자,영업상태
서울,가람약국,,"서울특별시 종로구 사직로8길 4, 301동 B127호 (사직동, 광화문 풍림스페이스본)",서울특별시 종로구 사직동 9 301동 B127호,03168,2021-12-01,영업/정상
서울,종로프라자약국,02-736-0806,서울특별시 종로구 자하문로 63 (옥인동),서울특별시 종로구 옥인동 19-33,03035,2013-07-05,영업/정상
서울,북촌약국,,"서울특별시 종로구 율곡로3길 71, 1층 (소격동)",서울특별시 종로구 소격동 153,03062,2024-04-03,영업/정상
서울,종로5가미래약국,,"서울특별시 종로구 종로 211-1, 소암빌딩 1층 (종로5가)",서울특별시 종로구 종로5가 91 소암빌딩,03129,2023-08-10,영업/정상
서울,파랑새약국,,"서울특별시 종로구 대학로 121, 1층 (명륜4가)",서울특별시 종로구 명륜4가 93,03079,2019-03-08,영업/정상
서울,백수약국,,"서울특별시 종로구 종로 233-1, 메디칼라움빌딩 1층 (종로5가)",서울특별시 종로구 종로5가 42-1 메디칼라움빌딩,03126,2023-09-06,영업/정상
서울,백수약국,02-766-1083,"서울특별시 종로구 종로 233-1, 메디칼라움빌딩 1층 (종로5가)",서울특별시 종로구 종로5가 42-1 메디칼라움빌딩,03126,2026-08-04,영업/정상
서울,선아약국,02-2273-7573,"서울특별시 종로구 수표로20길 43, 1층 (종로3가)",서울특별시 종로구 종로3가 132-1,03192,2026-08-04,영업/정상
서울,종로제일약국,,"서울특별시 종로구 종로 233, 1층 (종로5가)",서울특별시 종로구 종로5가 43-1,03126,2024-10-08,영업/정상
서울,부광약국,02-762-8844,"서울특별시 종로구 종로 223-1, 부광약국 1층 (종로5가)",서울특별시 종로구 종로5가 62-1 부광약국,03126,2025-02-18,영업/정상
서울,호수약국,02-733-5300,"서울특별시 종로구 삼봉로 57, 호수빌딩 지하1층 (수송동)",서울특별시 종로구 수송동 68-1 호수빌딩 지하 1층,03151,2024-04-01,영업/정상
서울,종로더서울약국,,"서울특별시 종로구 종로 197, 1층 (종로4가)",서울특별시 종로구 종로4가 6-4,03130,2026-01-16,영업/정상
서울,파란문약국,02-723-6209,"서울특별시 종로구 송월길 155, 1층 4112~4113호 (교북동, 경희궁자이 4단지)",서울특별시 종로구 교북동 126 경희궁자이 4단지,03165,2023-07-17,영업/정상
서울,제신약국,02-2267-3690,"서울특별시 종로구 종로 266, 동대문종합시장 D동 1층 1호 (종로6가)",서울특별시 종로구 종로6가 262-1 동대문종합시장,03198,2023-04-14,영업/정상
서울,종로태양약국,02-766-1777,"서울특별시 종로구 종로 191, 1층 (종로4가)",서울특별시 종로구 종로4가 10,03130,2023-08-07,영업/정상
서울,동대문연약국,,"서울특별시 종로구 종로 272, 동대문종합시장 신관 지층 18호 (종로6가)",서울특별시 종로구 종로6가 289-57 동대문종합시장 신관 지하 18호,03198,2022-04-27,영업/정상
서울,플러스약국,,"서울특별시 종로구 종로 78, 미려빌딩 1층 (종로2가)",서울특별시 종로구 종로2가 75-9 미려빌딩,03190,2025-07-28,영업/정상
서울,한마음약국,070-8953-6806,"서울특별시 종로구 창경궁로 158, 1층 (원남동)",서울특별시 종로구 원남동 118-1,03081,2023-06-21,영업/정상
서울,종로백제약국,,"서울특별시 종로구 종로 235, 백제약국 1층 (종로5가)",서울특별시 종로구 종로5가 36-1 백제약국,03126,2019-03-06,영업/정상
서울,종로온누리약국,02-742-0900,"서울특별시 종로구 종로 293, 디에스 빌딩 1층 (창신동)",서울특별시 종로구 창신동 562 디에스 빌딩,03106,2024-08-20,영업/정상
서울,백수약국,,"서울특별시 종로구 종로 233-1, 신화빌딩 (종로5가)",서울특별시 종로구 종로5가 42-1 신화빌딩,03126,2021-04-21,영업/정상
서울,메디팜삼현약국,02-722-9859,"서울특별시 종로구 새문안로3길 15, 동원빌딩 1층 (당주동)",서울특별시 종로구 당주동 128-27 동원빌딩,03175,2021-08-09,영업/정상
서울,신두산약국,,서울특별시 종로구 지봉로 39-1 (창신동),서울특별시 종로구 창신동 264,03104,2020-12-30,영업/정상
서울,삼오약국,,,서울특별시 종로구 신문로1가 1-1,,2004-04-14,영업/정상
서울,종로밝은약국,,"서울특별시 종로구 종로 261, 1층 (종로6가)",서울특별시 종로구 종로6가 125-1 1층,03124,2024-01-09,영업/정상
서울,새종로약국,,"서울특별시 종로구 종로 199-2, 1층 (종로4가)",서울특별시 종로구 종로4가 2-16,03130,2024-02-05,영업/정상
서울,온유약국,02-745-5487,서울특별시 종로구 종로 205 (종로5가),서울특별시 종로구 종로5가 102,03129,2021-06-08,영업/정상
서울,우정약국,02-2277-8566,"서울특별시 종로구 종로 200, 1층 (종로4가)",서울특별시 종로구 종로4가 176-1,03195,2024-09-02,영업/정상
서울,종로우리약국,02-2275-4700,"서울특별시 종로구 종로 202, 1층 (종로4가)",서울특별시 종로구 종로4가 182,03195,2021-05-31,영업/정상
서울,종근당약국,02-313-4997,"서울특별시 종로구 종로 230-1, 21호 (종로5가)",서울특별시 종로구 종로5가 193-20,03196,2021-04-21,영업/정상
서울,종로백제약국,,"서울특별시 종로구 종로 235 (종로5가, 백제약국)",서울특별시 종로구 종로5가 36-1,03126,2016-02-15,영업/정상
서울,365열린동대문약국,,"서울특별시 종로구 종로 323, 1층 (창신동)",서울특별시 종로구 창신동 176,03105,2025-04-24,영업/정상
서울,일등약국,,"서울특별시 종로구 경교장길 35, 3층 3148,3149호 (평동, 경희궁자이 3단지)",서울특별시 종로구 평동 233 경희궁자이 3단지,03180,2026-07-28,영업/정상
서울,인앤아웃약국,,"서울특별시 종로구 종로 19, 르메이에르종로타운 421호 (종로1가)",서울특별시 종로구 종로1가 24 르메이에르종로타운1,03157,2019-12-30,영업/정상
서울,사랑온누리약국,,서울특별시 종로구 지봉로 77-3 (창신동),,03095,2013-06-07,영업/정상
서울,빨간문약국,070-4843-8898,"서울특별시 종로구 송월길 99, 2124호 (홍파동, 경희궁자이 2단지)",서울특별시 종로구 홍파동 199 경희궁자이 2단지,03165,2025-06-30,영업/정상
서울,문우약국,02-733-1088,"서울특별시 종로구 율곡로 지하62, 3호선 안국역 지하3층 316호 (안국동)",서울특별시 종로구 안국동 73-1 3호선 안국역,03147,2023-12-26,영업/정상
서울,굿모닝약국,,"서울특별시 종로구 경교장길 35, 3137호 (평동, 경희궁자이 3단지)",서울특별시 종로구 평동 233 경희궁자이 3단지,03180,2019-08-13,영업/정상
서울,창신종로약국,02-3672-0845,"서울특별시 종로구 창신길 47, 1층 (창신동)",서울특별시 종로구 창신동 647-16,03097,2019-01-11,영업/정상
서울,정약국,02-534-8376,"서울특별시 종로구 종로 115, 낙원빌딩 4층 (종로3가)",서울특별시 종로구 종로3가 10 낙원빌딩,03139,2023-02-16,영업/정상
서울,동아약국,02-2285-5702,서울특별시 종로구 종로 192(종로4가),서울특별시 종로구 종로4가 149-1 독일약국,03195,2022-10-21,영업/정상
서울,종로엔약국,,"서울특별시 종로구 종로 65, 103호 (종로2가)",서울특별시 종로구 종로2가 8-4,03164,2020-09-22,영업/정상
서울,건강약국,,"서울특별시 종로구 혜화로 2, 1층 (혜화동)",서울특별시 종로구 혜화동 108-1,03076,2022-08-19,영업/정상
서울,동묘호약국,,"서울특별시 종로구 종로 344, 1층 106호 (숭인동, 종로대우디오빌)",서울특별시 종로구 숭인동 310 종로대우디오빌,03114,2024-04-19,영업/정상
서울,힐링약국,02-723-6593,"서울특별시 종로구 종로5길 13, 삼공빌딩 지하1층 (청진동)",서울특별시 종로구 청진동 136 삼공빌딩 지하1층,03157,2024-01-16,영업/정상
서울,세검정약국,,"서울특별시 종로구 세검정로6길 104, 1층 (신영동)",서울특별시 종로구 신영동 105-30,03019,2023-01-25,영업/정상
서울,하늘약국,02-733-9006,"서울특별시 종로구 종로 19, 르메이에르종로타운1 2층 226-2호 (종로1가)",서울특별시 종로구 종로1가 24 르메이에르종로타운1,03157,2021-06-08,영업/정상
서울,옵티마 웰니스 뮤지엄 약국,02-738-2962,"서울특별시 종로구 청계천로 41, 영풍빌딩 지하2층 B202호 (서린동)",서울특별시 종로구 서린동 33 영풍빌딩,03188,2025-12-09,영업/정상
서울,동남약국,02-2273-3233,서울특별시 종로구 종로 124 (종로3가),서울특별시 종로구 종로3가 123-2,03192,2016-01-22,영업/정상
서울,대학약국,02-3672-3672,"서울특별시 종로구 창경궁로 162, 1, 2층 (원남동)",서울특별시 종로구 원남동 133-1,03081,2024-06-27,영업/정상
서울,대박약국,,"서울특별시 종로구 종로 19, 르메이에르종로타운1 3층 327호 (종로1가)",서울특별시 종로구 종로1가 24 르메이에르종로타운1,03157,2023-02-06,영업/정상
서울,혜화동물약국,02-763-0902,"서울특별시 종로구 대학로 146, 혜화동씨티밸리 102-2호 (혜화동)",서울특별시 종로구 혜화동 90-18 혜화동씨티밸리 102-2호,03084,2022-06-07,영업/정상
서울,신세계약국,02-945-2636,서울특별시 종로구 종로 124-1 (종로3가),,03192,2016-08-04,영업/정상
서울,서울이약국,,서울특별시 종로구 대학로5길 51 (연건동),서울특별시 종로구 연건동 44-5,03082,2020-11-30,영업/정상
서울,정다운약국,,"서울특별시 종로구 종로 339, 1층 (창신동)",서울특별시 종로구 창신동 290,03104,2021-02-03,영업/정상
서울,서울위드팜약국,,"서울특별시 종로구 대학로 119, 1,2층 (명륜4가)","서울특별시 종로구 명륜4가 94-2 1,2층",03079,2018-06-07,영업/정상
서울,위드팜바로드림약국,,"서울특별시 종로구 경교장길 35, 3150호 (평동, 경희궁자이 3단지)",서울특별시 종로구 평동 233 경희궁자이 3단지 3150호,03180,2020-02-27,영업/정상
서울,경희궁햇살약국,02-733-3342,"서울특별시 종로구 송월길 99, 203동 2218호 (홍파동, 경희궁자이)",서울특별시 종로구 홍파동 42-13,03165,2017-04-26,영업/정상
서울,늘푸른약국,,"서울특별시 종로구 새문안로 17, 4.19기념도서관 2층 (평동)",서울특별시 종로구 평동 166 4.19기념도서관,03181,2024-04-09,영업/정상
서울,대웅약국,02-2272-9947,"서울특별시 종로구 종로 190, 1층 (종로4가)",서울특별시 종로구 종로4가 141-1,03195,2025-02-07,영업/정상
서울,종오약국,,"서울특별시 종로구 종로 195-1, 1층 (종로4가)",서울특별시 종로구 종로4가 7,03130,2019-11-07,영업/정상
서울,종로성지약국,,"서울특별시 종로구 돈화문로 지하 30, 3호선 종로3가역 319-306호 (묘동)",서울특별시 종로구 묘동 20-5 3호선 종로3가역,03138,2021-03-16,영업/정상
서울,삼원약국,02-739-9302,서울특별시 종로구 새문안로 103-1 (신문로1가),서울특별시 종로구 신문로1가 1-1,03183,2012-06-11,영업/정상
서울,종로중앙약국,,"서울특별시 종로구 대학로 1, 101호 (종로5가)",서울특별시 종로구 종로5가 85-5,03129,2025-07-22,영업/정상
서울,종로백세약국,02-744-2596,"서울특별시 종로구 종로 221, 1층 (종로5가)",서울특별시 종로구 종로5가 76,03126,2023-05-22,영업/정상
서울,유성약국,02-2263-9666,"서울특별시 종로구 동호로 408, 흥일빌딩 1층 (종로5가)",서울특별시 종로구 종로5가 182-4 흥일빌딩 1층,03196,2022-06-21,영업/정상
서울,보령약국,02-763-8182,서울특별시 종로구 종로 203 (종로5가),서울특별시 종로구 종로5가 103,03129,2021-04-27,영업/정상
서울,신백제약국,02-745-8491,"서울특별시 종로구 종로 243, 1층 (종로5가)",서울특별시 종로구 종로5가 20-1,03126,2024-03-22,영업/정상
서울,엄마약국,,"서울특별시 종로구 종로 193-1, 1층 (종로4가)",서울특별시 종로구 종로4가 9-6,03130,2019-03-27,영업/정상
서울,당근약국,02-735-0709,"서울특별시 종로구 새문안로 83, 1층 (신문로1가)",서울특별시 종로구 신문로1가 34,03182,2023-04-03,영업/정상
서울,송이약국,02-720-1777,"서울특별시 종로구 종로 19, 르메이에르종로타운1 2층 206-1호 (종로1가)",서울특별시 종로구 종로1가 24 르메이에르종로타운1 206-1호,03157,2024-08-20,영업/정상
서울,예은약국,,서울특별시 종로구 진흥로 456 (구기동),서울특별시 종로구 구기동 94,03012,2015-04-02,영업/정상
서울,행운약국,02-765-9997,"서울특별시 종로구 대명길 21-2, 행운약국 (명륜4가)",서울특별시 종로구 명륜4가 47 행운약국,03078,2022-05-06,영업/정상
서울,숭인약국,,서울특별시 종로구 종로 407 (숭인동),서울특별시 종로구 숭인동 1266,03111,2021-01-07,영업/정상
서울,양지약국,02-2266-6968,"서울특별시 중구 수표로 23, 영락빌딩 1층 101-B호 (저동2가)",서울특별시 중구 저동2가 50-1 영락빌딩,04552,2022-06-07,영업/정상
서울,서울하이약국,070-4133-8275,서울특별시 중구 세종대로 11-1 (남대문로5가),서울특별시 중구 남대문로5가 6-9,04512,2019-10-14,영업/정상
서울,다산온누리약국,02-381-5190,서울특별시 중구 다산로 133-1 (신당동),서울특별시 중구 신당동,04607,2016-11-03,영업/정상
서울,건강백세약국,02-392-7850,서울특별시 중구 서소문로 12 (중림동),서울특별시 중구 중림동 398-6,04503,2024-10-11,영업/정상
서울,약수하나약국,02-2232-0363,"서울특별시 중구 다산로 111, 1층 (신당동, 한미빌딩)",,04598,2016-06-09,영업/정상
서울,휴베이스하이약국,070-7778-8275,"서울특별시 중구 명동9가길 14, 메트로호텔 1층 (을지로2가)",서울특별시 중구 을지로2가 199-33 메트로호텔,04534,2022-09-15,영업/정상
서울,남대문약국,02-6958-7022,서울특별시 중구 남대문로 20(남대문로3가),서울특별시 중구 남대문로3가 30-7,04529,2022-04-13,영업/정상
서울,오아시스약국,,"서울특별시 중구 명동7길 21, 명동아르누보센텀 118호 (을지로2가)",서울특별시 중구 을지로2가 199-40 명동아르누보센텀,04534,2025-06-11,영업/정상
서울,광주약국,02-756-3609,"서울특별시 중구 퇴계로 45, 남일물산 (남창동)",서울특별시 중구 남창동 47-12 남일물산,04529,2013-06-21,영업/정상
서울,서현온누리약국,02-776-5830,"서울특별시 중구 퇴계로 61, 1층 (남창동, 금오빌딩)",서울특별시 중구 남창동 9-15,04529,2017-07-17,영업/정상
서울,에이트명동1번가약국,,"서울특별시 중구 명동4길 19, 1~3층 (명동2가)",서울특별시 중구 명동2가 54-30,04536,2026-01-12,영업/정상
서울,시청엔약국,,"서울특별시 중구 서소문로 133, 1층 (서소문동)",서울특별시 중구 서소문동 23,04515,2024-10-02,영업/정상
서울,약수스타약국,,"서울특별시 중구 동호로 171, 1층 (신당동)",서울특별시 중구 신당동 372-3,04596,2024-04-04,영업/정상
서울,남진약국,,"서울특별시 중구 남대문로 26, 1층 (남대문로3가)",서울특별시 중구 남대문로3가 26-3,04529,2024-07-08,영업/정상
서울,제니스약국,,"서울특별시 중구 다산로46길 17, 청계천 두산위브더제니스 2층 213호 (흥인동)",서울특별시 중구 흥인동 13-1 청계천 두산위브더제니스,04570,2024-05-07,영업/정상
서울,메디칼하나약국,02-2252-2501,"서울특별시 중구 다산로 134, 덕영빌딩 (신당동)",서울특별시 중구 신당동 369-22 덕영빌딩,04590,2021-02-04,영업/정상
서울,홍신약국,02-776-5117,"서울특별시 중구 남대문로9길 40, 센터플레이스(Center Place) 108-1호 (다동)",서울특별시 중구 다동 155 센터플레이스(Center Place),04522,2023-08-01,영업/정상
서울,백현약국,02-2237-7585,서울특별시 중구 난계로23길 1 (황학동),서울특별시 중구 황학동 2153,04573,2024-03-18,영업/정상
서울,약수호랑이약국,02-2256-6790,"서울특별시 중구 동호로 179, 1층 (신당동)",서울특별시 중구 신당동 369-48,04597,2025-02-03,영업/정상
서울,1898광장약국,,"서울특별시 중구 명동길 74, 카톨릭회관 신관 B113호 (명동2가)",서울특별시 중구 명동2가 1-1 명동성당,04537,2023-06-23,영업/정상
서울,명동명약국,,"서울특별시 중구 남대문로7길 11, 태양빌딩 1층 102호 (소공동)",서울특별시 중구 소공동 28 태양빌딩,04532,2018-07-16,영업/정상
서울,메디팜늘봄약국,02-2233-9700,"서울특별시 중구 다산로 223, 신당빌딩 (신당동)",서울특별시 중구 신당동 292-72 신당빌딩,04611,2024-08-29,영업/정상
서울,호약국,,"서울특별시 중구 세종대로11길 27, 1층 (서소문동)",서울특별시 중구 서소문동 120-11,04513,2024-02-05,영업/정상
서울,고향약국,02-3789-7749,서울특별시 중구 남대문로 22(남대문로3가),서울특별시 중구 남대문로3가 30-1,04529,2022-05-09,영업/정상
서울,충정로 조은약국,,"서울특별시 중구 중림로2길 6, 1층 (중림동)",서울특별시 중구 중림동 398-9,04503,2018-06-07,영업/정상
서울,왕솔약국,02-773-5001,서울특별시 중구 남대문로 36(회현동1가),서울특별시 중구 회현동1가 202-1,04529,2021-10-20,영업/정상
서울,우리네약국,02-2252-3335,"서울특별시 중구 동호로10길 30, 103,104호 (신당동)",서울특별시 중구 신당동 842,04593,2013-07-19,영업/정상
서울,꽃피는온누리약국,02-6324-7575,"서울특별시 중구 을지로5길 26, 미래에셋 센터원(Mirae Asset CENTER1) 지하1층 (수하동)",서울특별시 중구 수하동 67 미래에셋 센터원(Mirae Asset CENTER1),04539,2022-05-18,영업/정상
서울,허브약국,,"서울특별시 중구 다산로 82, 1층 (신당동)",서울특별시 중구 신당동 366-106,04597,2011-08-09,영업/정상
서울,365동화약국,,"서울특별시 중구 다산로36길 85, 1층 (신당동)",서울특별시 중구 신당동 44-16,04584,2026-07-30,영업/정상
서울,샘물온누리약국,02-965-3336,"서울특별시 중구 퇴계로88길 45, 1층 (신당동)",서울특별시 중구 신당동,04583,2013-07-19,영업/정상
서울,판도라 숭례문 약국,02-3789-2638,"서울특별시 중구 세종대로 13, 1층 (남대문로5가)",서울특별시 중구 남대문로5가 6-8,04512,2019-11-01,영업/정상
서울,곰돌이약국,,"서울특별시 중구 왕십리로 407, B2-05-02호 (신당동, 신당 파인힐 하나유보라)",서울특별시 중구 신당동 855 신당 파인힐 하나유보라,04580,2024-05-28,영업/정상
서울,충무로 에이트약국,,"서울특별시 중구 명동8나길 28-1, 1층 (충무로1가)",서울특별시 중구 충무로1가 22-9,04536,2026-01-14,영업/정상
서울,알파약국,,"서울특별시 중구 마장로9길 34, 1층 (황학동)",서울특별시 중구 황학동 1781 대중약국,04573,2019-05-02,영업/정상
서울,셀메드 필약국,02-2268-7552,"서울특별시 중구 필동로 14, 민성빌딩 1층 (필동2가)",서울특별시 중구 필동2가 19-11 민성빌딩,04625,2020-06-15,영업/정상
서울,피치유약국,,"서울특별시 중구 명동7길 21, 명동아르누보센텀 106~107호 (을지로2가)",서울특별시 중구 을지로2가 199-40 명동아르누보센텀,04534,2026-03-04,영업/정상
서울,디디피약국,,"서울특별시 중구 장충단로13길 7, 1~2층 (을지로6가)",서울특별시 중구 을지로6가 18-95,04564,2026-03-04,영업/정상
서울,럭키약국,02-6338-7771,"서울특별시 중구 충무로2길 34, 101호 (충무로4가)",서울특별시 중구 충무로4가 133-1,04557,2026-02-23,영업/정상
서울,도토리약국,,"서울특별시 중구 다산로 172-1, 1층 (신당동)",서울특별시 중구 신당동 333-205,04589,2026-03-11,영업/정상
서울,뉴스케치약국,,"서울특별시 중구 명동8가길 9, 1층 (충무로2가)",서울특별시 중구 충무로2가 66-8,04536,2026-04-15,영업/정상
서울,5층사랑약국,02-6933-5177,"서울특별시 중구 서소문로 103, 배재빌딩 511호 (서소문동)",서울특별시 중구 서소문동 55-4 배재빌딩,04516,2023-08-03,영업/정상
서울,스타온누리약국,2235-7193,"서울특별시 중구 퇴계로 452-1, B동 1층 (신당동)",서울특별시 중구 신당동 150-12,04578,2023-09-18,영업/정상
서울,상산약국,02-2252-3354,"서울특별시 중구 퇴계로 435, 1층 (황학동)",서울특별시 중구 황학동 719,04576,2026-03-17,영업/정상
서울,뿌리약국,02-2253-7703,"서울특별시 중구 다산로 112, 담스빌딩 지하1층 (신당동)",서울특별시 중구 신당동 368-99 담스빌딩,04597,2026-03-13,영업/정상
서울,신성약국,02-2273-1390,"서울특별시 중구 다산로 215, 1층 (신당동)",서울특별시 중구 신당동 292-127,04611,2026-04-03,영업/정상
서울,명동백화점약국,,"서울특별시 중구 을지로 지하42, 을지로입구역 2호선 202-114,119호 (을지로1가)",서울특별시 중구 을지로1가 100-1 을지로입구역 2호선,04533,2026-06-23,영업/정상
서울,을지약국,02-3706-7204,"서울특별시 중구 을지로 170, 을지트윈타워 1층 107호 (을지로4가)",서울특별시 중구 을지로4가 323 을지트윈타워,04548,2023-11-14,영업/정상
서울,연합약국,02-595-7882,"서울특별시 중구 퇴계로 120, 1층 (남산동1가)",서울특별시 중구 남산동1가 1-2,04631,2021-07-16,영업/정상
서울,목화약국,,"서울특별시 중구 만리재로 175, 402동 1층 402-1-다호 (만리동2가)",서울특별시 중구 만리동2가 273,04500,2022-08-19,영업/정상
서울,명동베리뉴약국,,"서울특별시 중구 명동8길 18, 1층 외 1개소 (명동2가)",서울특별시 중구 명동2가 51-18,04536,2026-02-03,영업/정상
서울,가나약국,070-4880-4364,"서울특별시 중구 다산로 171, 1층 (신당동)",서울특별시 중구 신당동 336-7,04608,2024-03-28,영업/정상
서울,밝은약국,02-2231-7568,"서울특별시 중구 다산로 258, 리마크빌 동대문 1층 102호 (흥인동)",서울특별시 중구 흥인동 86 리마크빌 동대문,04570,2024-05-22,영업/정상
서울,청계약국,,"서울특별시 중구 청계천로 14, 한국정보화진흥원 1층 (무교동)",서울특별시 중구 무교동 77 한국정보화진흥원,04520,2026-08-06,영업/정상
서울,조이약국,,"서울특별시 중구 퇴계로 220, 1층 (충무로4가)",서울특별시 중구 충무로4가 116-10,04624,2022-09-28,영업/정상
서울,오프약국,,"서울특별시 중구 명동4길 26, 1층 (명동2가)",서울특별시 중구 명동2가 55-16,04536,2026-08-20,영업/정상
서울,동국약국,02-2267-6767,서울특별시 중구 서애로1길 16 (필동3가),서울특별시 중구 필동3가 19-7,04623,2023-07-07,영업/정상
서울,다나약국,,"서울특별시 중구 동호로7길 14, 113호 (신당동, 약수역 더시티)",서울특별시 중구 신당동 857 약수역 더시티,04597,2024-04-19,영업/정상
서울,명동타운 레디영약국,,"서울특별시 중구 명동8가길 31, 1,2,3층 (충무로2가)",서울특별시 중구 충무로2가 12-19,04537,2025-12-22,영업/정상
서울,남대문대형약국,,"서울특별시 중구 퇴계로 53, 1층 (남창동)",서울특별시 중구 남창동 47-17,04529,2025-03-14,영업/정상
서울,소망약국,02-2253-2355,서울특별시 중구 퇴계로88길 42 (신당동),서울특별시 중구 신당동 145-3,04583,2020-11-16,영업/정상
서울,신중앙약국,02-2237-9602,"서울특별시 중구 퇴계로 436, 1층 (신당동)",서울특별시 중구 신당동 140-1,04578,2017-10-19,영업/정상
서울,판다약국,02-6080-4977,"서울특별시 중구 명동7길 13, 명동증권빌딩 1층 (명동1가)",서울특별시 중구 명동1가 59-1 명동증권빌딩,04534,2024-07-02,영업/정상
서울,남산우리약국,02-3789-7582,"서울특별시 중구 소공로 35, 102호 (회현동1가, 남산 롯데캐슬)",서울특별시 중구 회현동1가 208 남산 롯데캐슬,04632,2022-05-09,영업/정상
서울,을지로다정약국,02-732-2462,"서울특별시 중구 을지로 51, 내외빌딩 4층 (을지로2가)",서울특별시 중구 을지로2가 6 내외빌딩,04539,2021-07-05,영업/정상
서울,덕수궁돌담약국,,"서울특별시 중구 세종대로 83, 1층 (태평로2가)",서울특별시 중구 태평로2가 344-3,04514,2023-08-10,영업/정상
서울,웰니스약국,02-3789-5088,"서울특별시 중구 명동10길 51, 나인트리호텔 1층 (충무로2가)",서울특별시 중구 충무로2가 63-2 삼윤빌딩,04537,2019-02-11,영업/정상
서울,평화약국,02-755-6059,"서울특별시 중구 남대문시장길 21, 1층 (남대문로4가)",서울특별시 중구 남대문로4가 18-11,04528,2025-04-14,영업/정상
서울,다나은약국,,"서울특별시 용산구 한강대로 109, 용성비즈텔 1층 101호 (한강로2가)",서울특별시 용산구 한강로2가 314-1 용성비즈텔 101호,04376,2024-09-23,영업/정상
서울,신세계약국,02-797-8403,"서울특별시 용산구 장문로 94, 연소아과의원, 신세계약국 (보광동)","서울특별시 용산구 보광동 216-100 연소아과의원, 신세계약국",04395,2018-03-21,영업/정상
서울,스마일약국,,"서울특별시 용산구 독서당로 67, 2층 204호 (한남동)",서울특별시 용산구 한남동 261-6,04419,2026-07-06,영업/정상
서울,다올약국,02-702-7083,"서울특별시 용산구 청파로 251, 지하1층 2호 (청파동3가)",서울특별시 용산구 청파동3가 80-6 지하1층 2호,04313,2022-06-27,영업/정상
서울,한라약국,02-795-7603,서울특별시 용산구 보광로 124 (이태원동),서울특별시 용산구 이태원동 131-3,04406,2016-09-12,영업/정상
서울,센트럴파란문약국,02-3785-3365,"서울특별시 용산구 한강대로 95, A동 2층 208-1호 (한강로2가, 래미안용산 더 센트럴)",서울특별시 용산구 한강로2가 422 래미안용산 더 센트럴 A동 208-1호,04378,2019-04-18,영업/정상
서울,라임약국,02-702-5632,"서울특별시 용산구 백범로90길 38, 102호 (문배동, 프라임펠리스)",서울특별시 용산구 문배동 24-8 프라임펠리스 102호,04369,2022-08-22,영업/정상
서울,메디팜 미래로 약국,02-713-8716,서울특별시 용산구 청파로47길 40 (청파동2가),서울특별시 용산구 청파동2가 71-14,04309,2013-06-11,영업/정상
서울,옵티마웰니스뮤지엄이태원약국,,"서울특별시 용산구 이태원로 179, 해밀톤호텔 (본관) 1층 1-1의 1호 (이태원동)",서울특별시 용산구 이태원동 108-9 해밀톤호텔 (본관),04350,2026-03-18,영업/정상
서울,경인약국,02-715-6083,"서울특별시 용산구 새창로14길 50, 경인약국 (용문동)",서울특별시 용산구 용문동 41-2 경인약국,04356,2026-02-10,영업/정상
