권역,펫샵명,전화번호,도로명주소,지번주소,우편번호,인허가일자,영업상태
서울,블리독 서울점 고양이 강아지분양 말티푸 비숑 포메라니안,,서울특별시 광진구 자양로 *** (구의동),서울특별시 광진구 구의동 **-**,04992,2008-06-30,영업/정상
서울,(주)밀레펫 자양점,,"서울특별시 광진구 아차산로 *** (자양동, 지하*층 더샵스타시티)",서울특별시 광진구 자양동,05065,2011-10-20,영업/정상
서울,하이바이 분양소,02-453-7338,"서울특별시 광진구 자양로 ***, *층 (구의동)",서울특별시 광진구 구의동 ***-**,05038,2014-09-15,영업/정상
서울,주식회사 컴투펫,,"서울특별시 광진구 자양로 **, 지하, *, *층 (자양동)",서울특별시 광진구 자양동 ***-**,05052,2015-01-23,영업/정상
서울,베베미뇽,,"서울특별시 광진구 능동로**길 **, *층 (중곡동)",서울특별시 광진구 중곡동 **-**,04933,2017-05-11,영업/정상
서울,강아지분양 애견분양 꽃강아지 광진점,,"서울특별시 광진구 용마산로 **, 재영빌딩 *층 (중곡동)",서울특별시 광진구 중곡동 ***-* 재영빌딩,04931,2021-05-24,영업/정상
서울,강아지분양 입양 골든티스비숑전문켄넬 미니비숑 비숑프리제,,"서울특별시 광진구 아차산로**길 *, B***호 (광장동, 유진스웰)",서울특별시 광진구 광장동 *** 유진스웰 B***호,04969,2022-07-22,영업/정상
서울,고양이 행복 쉼터,,"서울특별시 광진구 긴고랑로*길 **, *층 (중곡동)",서울특별시 광진구 중곡동 ***-** *층,04907,2024-10-11,영업/정상
서울,원두볶는 고양이,,서울특별시 동대문구 천호대로**길 * (장안동),서울특별시 동대문구 장안동 ***-**,02636,2017-06-15,영업/정상
서울,TEDDY DOG,,"서울특별시 동대문구 장한로*길 **, *층 (장안동)",서울특별시 동대문구 장안동 ***-**,02630,2019-05-15,영업/정상
서울,보니또따,,"서울특별시 동대문구 답십리로 ***, *층 (답십리동)",서울특별시 동대문구 답십리동 ***-**,02596,2020-12-10,영업/정상
서울,블리독(동대문장안점),,"서울특별시 동대문구 한천로 **, 화성빌딩 *층 (장안동)",서울특별시 동대문구 장안동 ***-** 화성빌딩,02631,2021-11-17,영업/정상
서울,아미몽,,"서울특별시 동대문구 청계천로 ***(신설동, 청계천 대성 스카이렉스*)",서울특별시 동대문구 신설동 ***-** 청계천 대성 스카이렉스*,02586,2022-03-14,영업/정상
서울,미니 & 바니 애견샵,02-3394-5705,"서울특별시 동대문구 장한로 **, 장안현대벤처빌 *층 ***호 (장안동)",서울특별시 동대문구 장안동 ***-* 장안현대벤처빌,02625,2013-02-26,영업/정상
서울,한스강아지방,02-2244-6262,서울특별시 동대문구 망우로**가길 ** (휘경동),,02496,2016-10-17,영업/정상
서울,몽스토리,,"서울특별시 중랑구 망우로**길 **, 신성슈퍼 (망우동)",서울특별시 중랑구 망우동 ***-** 신성슈퍼,02165,2019-03-11,영업/정상
서울,오아이펫,,"서울특별시 중랑구 망우로 ***-*, 리더스웨딩 *층 (중화동)",서울특별시 중랑구 중화동 ***-* 리더스웨딩,02116,2021-04-20,영업/정상
서울,강아지분양 꽃강아지 중랑점,,"서울특별시 중랑구 동일로***길 **, 주마빌딩 (묵동)",서울특별시 중랑구 묵동 ***-** 주마빌딩,02008,2022-05-06,영업/정상
서울,강아지분양 애견분양 퍼피플라워 중랑점,,"서울특별시 중랑구 중랑천로**길 **, ***호 (중화동, 더샤이닝)",서울특별시 중랑구 중화동 ***-** 더샤이닝,02116,2024-09-06,영업/정상
서울,강아지분양 애견분양 퍼피플라워 중랑점,,"서울특별시 중랑구 중랑천로**길 **, *층 (중화동, 더샤이닝)",서울특별시 중랑구 중화동 ***-** 더샤이닝,02116,2024-11-29,영업/정상
서울,코타강쥐,,서울특별시 중랑구 겸재로**길 ** (면목동),서울특별시 중랑구 면목동 ***-**,,2008-11-06,영업/정상
서울,큐티펫,,서울특별시 중랑구 동일로***길 ** (면목동),서울특별시 중랑구 면목동 ***-***,,2009-12-10,영업/정상
서울,펫시랑 상봉점,02-496-7649,"서울특별시 중랑구 망우로 ***, B*층 (상봉동, 홈플러스)",서울특별시 중랑구 상봉동 *** B*층 홈플러스,02087,2013-11-19,영업/정상
서울,숲속동물병원,,서울특별시 중랑구 겸재로 *** (면목동),서울특별시 중랑구 면목동 ***-*,02162,2018-07-09,영업/정상
서울,PUPPY MUM,,"서울특별시 성북구 월계로**길 *, 센트럴타운 ***-*,***-*호 (장위동)",서울특별시 성북구 장위동 ***-* 센트럴타운,02759,2026-05-21,영업/정상
서울,앙팡애견백화점,,서울특별시 성북구 장위로 *** (장위동),서울특별시 성북구 장위동 ***-***,02756,2008-03-12,영업/정상
서울,아름애견,,서울특별시 성북구 동소문로 ***-* (길음동),서울특별시 성북구 길음동 ***-**,02730,2008-07-10,영업/정상
서울,(주)그린프레밀리,02-944-1050,"서울특별시 성북구 도봉로 ** (길음동, 이마트미아점)",서울특별시 성북구 길음동 **-* 이마트미아점,02728,2012-08-10,영업/정상
서울,러블리펫,02-909-2082,서울특별시 성북구 종암로**길 **-* (하월곡동),서울특별시 성북구 하월곡동 **-**,02739,2016-04-21,영업/정상
서울,호펫 강아지 고양이 성신여대본점,,"서울특별시 성북구 동소문로**다길 **, 동선*동새마을금고 *층 (동선동*가)",서울특별시 성북구 동선동*가 *** 동선*동새마을금고,02845,2019-04-15,영업/정상
서울,햄포유,,"서울특별시 성북구 한천로**길 **, 지*층 (석관동)",서울특별시 성북구 석관동 ***-**,02784,2023-12-21,영업/정상
서울,러브펫 멀티펫샵 수유역점,02-908-5554,서울특별시 강북구 한천로 **** (번동),서울특별시 강북구 번동 ***-**,01064,2014-05-09,영업/정상
서울,팁하우스,,서울특별시 강북구 솔샘로 *** (미아동),서울특별시 강북구 미아동 ***-*,01178,2015-04-20,영업/정상
서울,기다려빵아,,"서울특별시 강북구 솔샘로 ***, *층 (미아동)",서울특별시 강북구 미아동 ***-***,01201,2016-07-25,영업/정상
서울,멍가네,,"서울특별시 강북구 오패산로**길 **, *층 ***호 (미아동, 경남빌라)",서울특별시 강북구 미아동 *-** 경남빌라,01234,2016-09-06,영업/정상
서울,삼호동물판매소,,"서울특별시 강북구 도봉로 ***, 지층 **호 (수유동, 삼호아파트,수유프라자)",서울특별시 강북구 수유동 **-**,01114,2017-09-05,영업/정상
서울,주토피아(zutopia),,"서울특별시 강북구 노해로 ***, 윤성약국 *층 (수유동)",서울특별시 강북구 수유동 ***-** 윤성약국,01049,2019-02-21,영업/정상
서울,멍스펫,02-983-3866,"서울특별시 강북구 솔샘로**길 ***, *층 (미아동)",서울특별시 강북구 미아동 ***-*,01175,2019-05-16,영업/정상
서울,블리독수유점 고양이강아지분양 말티푸 미니비숑 포메라니안,,"서울특별시 강북구 도봉로 ***, 테마빌딩 *층 (번동)",서울특별시 강북구 번동 ***-* 테마빌딩,01056,2019-05-27,영업/정상
서울,뵤펫,,"서울특별시 강북구 삼양로 ***-*, ***호 (수유동, 마루스위트**)",서울특별시 강북구 수유동 ***-** 마루스위트** ***호,01044,2024-10-02,영업/정상
서울,멍냥스타 강아지분양 고양이분양,,"서울특별시 강북구 도봉로 ***, 태일빌딩 *층 ***호 (수유동)",서울특별시 강북구 수유동 ***-** 태일빌딩 *층 ***호,01055,2025-09-01,영업/정상
서울,쥬니버스 스토어,,"서울특별시 강북구 삼양로 ***, *층 (수유동)",서울특별시 강북구 수유동 ***-** *층,01033,2025-12-05,영업/정상
서울,솔직하개 정직하개 SOLJICDOG,,"서울특별시 도봉구 방학로 ***, *,*층 (방학동)",서울특별시 도봉구 방학동 ***-*,01343,2016-06-13,영업/정상
서울,(주)코스모이펙트,,"서울특별시 도봉구 노해로**길 *, 비*층 *-***호 (창동)",서울특별시 도봉구 창동 * 비*층 *-***호,01414,2019-06-28,영업/정상
서울,에스(S)펫,,"서울특별시 도봉구 도봉로 ***, *층 *호 (도봉동)",서울특별시 도봉구 도봉동 ***-**,01309,2019-12-02,영업/정상
서울,사랑해줄개,,"서울특별시 도봉구 도봉로 ***, *층 (도봉동)",서울특별시 도봉구 도봉동 ***-*,01307,2020-02-05,영업/정상
서울,도그얌,,서울특별시 도봉구 도당로 ***(방학동),서울특별시 도봉구 방학동 ***-**,01353,2021-06-11,영업/정상
서울,스윗퍼피(sweet puppy),,"서울특별시 도봉구 마들로 ***-**, 방학동메인프라자 *층 ***호 (방학동)",서울특별시 도봉구 방학동 ***-* 방학동메인프라자 ***호,01332,2021-12-16,영업/정상
서울,팝콘독,,"서울특별시 도봉구 도당로 ***, B동 *층 ***호 (방학동, 대원제니스빌)",서울특별시 도봉구 방학동 ***-* 대원제니스빌 B동 ***호,01351,2025-05-21,영업/정상
서울,서울 강아지 고양이 분양 플러팅펫,,"서울특별시 도봉구 해등로 ***, *층 (쌍문동)",서울특별시 도봉구 쌍문동 ***,01395,2025-09-29,영업/정상
서울,잇다펫 강아지분양 고양이분양 노원점,02-515-9996,"서울특별시 노원구 한글비석로**길 *, *층 (상계동)",서울특별시 노원구 상계동 ***-***,01655,2026-04-07,영업/정상
서울,웰리스 스퀘어,,"서울특별시 노원구 섬밭로 ***, 건영옴니백화점 ***호 (중계동)",서울특별시 노원구 중계동 ***-* 건영옴니백화점,01779,2009-04-20,영업/정상
서울,경기관상어,2092-2056,"서울특별시 노원구 노원로 ***, 롯데마트 *층 (중계동)",서울특별시 노원구 중계동 *** 롯데마트 *층,01746,2015-01-08,영업/정상
서울,내품멍냥 노원 강아지분양 고양이분양,02-937-5501,"서울특별시 노원구 노원로 ***, 가동 *층 (상계동)",서울특별시 노원구 상계동 ***,01691,2015-10-23,영업/정상
서울,개냥이네 노원본점,070-4193-0080,"서울특별시 노원구 상계로*길 *, *층 (상계동)",서울특별시 노원구 상계동 ***-*,01692,2019-06-04,영업/정상
서울,아담스펫강아지&가필드고양이,,"서울특별시 노원구 상계로 **, 노원위너스빌딩 *층 ***호 (상계동)",서울특별시 노원구 상계동 ***-* 노원위너스빌딩,01691,2019-06-13,영업/정상
서울,노원 강아지분양 고양이분양 도그마루,,"서울특별시 노원구 동일로 ****, 명석빌딩 ***호 (상계동)",서울특별시 노원구 상계동 ***-* 명석빌딩 ***호,01756,2019-12-03,영업/정상
서울,밀레펫,02-2092-1052,"서울특별시 노원구 마들로*길 **, 월계이마트 *층 (월계동)",서울특별시 노원구 월계동 ***-* 월계이마트 *층,01906,2020-11-23,영업/정상
서울,띠아몽,,"서울특별시 노원구 동일로 ****, *층 (공릉동)",서울특별시 노원구 공릉동 ***-** *층,01845,2021-01-26,영업/정상
서울,골드퍼피동물병원 공릉점,02-971-5955,"서울특별시 노원구 동일로 ****, *층, *층 (공릉동)",서울특별시 노원구 공릉동 ***-*,01848,2021-08-02,영업/정상
서울,플러피하우스(강아지미용&강아지분양),,"서울특별시 노원구 상계로 **, 노원위너스빌딩 ***호 (상계동)",서울특별시 노원구 상계동 ***-* 노원위너스빌딩,01691,2024-02-07,영업/정상
서울,골든햄스터 분양 달빛햄스터리,,"서울특별시 노원구 동일로***길 **, *층 (공릉동)",서울특별시 노원구 공릉동 ***-**,01845,2024-02-15,영업/정상
서울,꽁냥꽁냥,,"서울특별시 노원구 동일로 ****, *층 (공릉동)",서울특별시 노원구 공릉동 ***-**,01844,2025-01-23,영업/정상
서울,애견미용분양샵,,"서울특별시 은평구 불광로 ***, *층 (불광동)",서울특별시 은평구 불광동 **-**,03363,2011-08-01,영업/정상
서울,로얄수족관(본사: 2690-7311),02-380-1054,"서울특별시 은평구 은평로 ***, *층 (응암동)",서울특별시 은평구 응암동 **-* *층,03461,2012-08-23,영업/정상
서울,디지탈디자인(INTERZOO),02-308-8494,"서울특별시 은평구 수색로 ***-*, ***호 (수색동)",서울특별시 은평구 수색동 **-** ***호,03505,2014-07-04,영업/정상
서울,메르시몽프레 포메분양&애견카페,,서울특별시 은평구 통일로 *** (불광동),서울특별시 은평구 불광동 ***-***,03344,2017-02-07,영업/정상
서울,롯데쇼핑토이저러스은평점,,"서울특별시 은평구 통일로 ****, 롯데몰 은평점 (진관동)",서울특별시 은평구 진관동 ** 롯데몰 은평점,03306,2017-05-08,영업/정상
서울,은평애견,02-359-0456,"서울특별시 은평구 연서로 **, ***호 (역촌동)",서울특별시 은평구 역촌동 **-**,03406,2017-06-12,영업/정상
서울,아름다운 애견,,"서울특별시 은평구 가좌로*길 **-*, 지하층 (응암동)",서울특별시 은평구 응암동 ***-**,03482,2019-07-31,영업/정상
서울,앙쥬펫 강아지분양 은평구점,,"서울특별시 은평구 진관*로 **, *층 ***호 (진관동, 은평뉴타운 꿈에그린)",서울특별시 은평구 진관동 ** 은평뉴타운 꿈에그린 ***호,03301,2023-09-12,영업/정상
서울,Marilovelle,,서울특별시 은평구 통일로**길 **-* (녹번동),서울특별시 은평구 녹번동 *-*,03370,2024-03-07,영업/정상
서울,오즈캣 DMC점 마포은평 가정묘분양전문,,"서울특별시 은평구 은평터널로 **, ***호 (수색동, DMC아트포레자이)",서울특별시 은평구 수색동 *** DMC아트포레자이 상가동 ***호,03490,2024-12-19,영업/정상
서울,놀면 묘하냥 은평점,,"서울특별시 은평구 통일로 ***-*, B**호 (녹번동, 삼우에이스빌)",서울특별시 은평구 녹번동 **-** 삼우에이스빌 B**호,03382,2025-06-13,영업/정상
서울,도그바이러스,,서울특별시 서대문구 성산로 *** (연희동),서울특별시 서대문구 연희동,03707,2010-11-15,영업/정상
서울,WALWAL(왈왈),,서울특별시 서대문구 연희로 ** (창천동),서울특별시 서대문구 창천동 ***,03784,2015-04-16,영업/정상
서울,독특,,"서울특별시 서대문구 연희맛로 *, *층 (연희동)",서울특별시 서대문구 연희동 ***-**,03707,2015-07-20,영업/정상
서울,예일,02-303-2066,서울특별시 서대문구 거북골로 ** (홍은동),서울특별시 서대문구 홍은동 ***-**,03662,2017-11-16,영업/정상
서울,몽냥몽냥,02-332-7660,"서울특별시 서대문구 신촌로 **, *층 (창천동)",서울특별시 서대문구 창천동 ***-**,03785,2019-08-01,영업/정상
서울,고양이분양 온리캣,,"서울특별시 서대문구 연희로**길 **, *층 (연희동)",서울특별시 서대문구 연희동 **-*,03723,2020-12-04,영업/정상
서울,바오펫살롱,,"서울특별시 서대문구 연희로 ***, 대림아파트 상가동 ***호 (연희동)",서울특별시 서대문구 연희동 ***,03719,2021-04-06,영업/정상
서울,디캣,,"서울특별시 서대문구 연세로*나길 **, *층 (창천동)",서울특별시 서대문구 창천동 **-**,03789,2021-11-29,영업/정상
서울,비쇼네 이대점,02-363-1781,"서울특별시 서대문구 이화여대길 **, *층 (대현동)",서울특별시 서대문구 대현동 ***-**,03765,2024-11-25,영업/정상
서울,가온펫(안심분양센터),,"서울특별시 서대문구 통일로 ***-*, *층 내제나호 (홍제동)",서울특별시 서대문구 홍제동 ***-*,03632,2025-01-13,영업/정상
서울,미오미오 고양이분양,,"서울특별시 서대문구 연희로 **, 일광빌딩 *층 (창천동)",서울특별시 서대문구 창천동 *** 일광빌딩,03784,2025-06-09,영업/정상
서울,K-PET-S,,"서울특별시 마포구 동교로**길 **, *층 *호 (서교동)",서울특별시 마포구 서교동 ***-*,04031,2026-05-07,영업/정상
서울,서울준동물병원,02-6954-7522,"서울특별시 마포구 대흥로**길 **, 상가 B층 ***호 (염리동, 마포프레스티지자이)",서울특별시 마포구 염리동 *** 마포프레스티지자이,04124,2023-04-07,영업/정상
서울,이마트공덕점 그린프레밀리,,"서울특별시 마포구 백범로 ***(신공덕동, 대우 월드마크마포)",서울특별시 마포구 신공덕동 *** 대우 월드마크마포,04196,2014-05-08,영업/정상
서울,슈가네,02-6396-8234,서울특별시 마포구 연남로 ** (연남동),서울특별시 마포구 연남동 ***-**,03977,2016-05-03,영업/정상
서울,서진 동물병원,02-336-3929,서울특별시 마포구 신촌로**길 **(노고산동),서울특별시 마포구 노고산동 **-*,04057,2018-01-17,영업/정상
서울,(주)상상유니버스,070-7719-0028,"서울특별시 마포구 동교로**길 **, *층 (동교동)",서울특별시 마포구 동교동 ***-*,03992,2018-12-06,영업/정상
서울,마포고양이도레미캣,,"서울특별시 마포구 신촌로**길 *, *층 (노고산동)",서울특별시 마포구 노고산동 **-*,04101,2020-07-21,영업/정상
서울,바나개 강아지 고양이 마포점,,"서울특별시 마포구 신촌로 ***-*, *층 (아현동)",서울특별시 마포구 아현동 ***-*,04114,2021-03-10,영업/정상
서울,내 품 안의 반려견 마포점,,"서울특별시 마포구 월드컵로 ***, ***호 (성산동)",서울특별시 마포구 성산동 ***-**,03970,2022-06-28,영업/정상
서울,고양이분양만 11년 네발하우스 마포점,,"서울특별시 마포구 양화로**길 **, *층 (동교동)",서울특별시 마포구 동교동 ***-*,03985,2023-03-07,영업/정상
서울,(주)그린아쿠아펫 홈플러스 월드컵점,,"서울특별시 마포구 월드컵로 ***, 월드컵주경기장 (성산동)",서울특별시 마포구 성산동 *** 월드컵주경기장,03932,2012-08-24,영업/정상
서울,서울강아지분양 고양이분양 독스캣,,"서울특별시 마포구 신촌로 ***, *층 (염리동)",서울특별시 마포구 염리동 *-**,04113,2026-08-31,영업/정상
서울,주식회사 테이블에이 고양이카페,,"서울특별시 마포구 와우산로 ***, *층 (창전동)",서울특별시 마포구 창전동 *-**,04059,2023-07-31,영업/정상
서울,행복한세상,070-7719-0029,"서울특별시 마포구 동교로**길 **, *층 (동교동)",서울특별시 마포구 동교동 ***-*,03992,2024-07-15,영업/정상
서울,인생브릿지,,"서울특별시 마포구 독막로**길 **, ***동 상가b***-***호 (신수동, 밤섬경남아너스빌)",서울특별시 마포구 신수동 *** 밤섬경남아너스빌 ***동 상가호,04089,2025-08-31,영업/정상
서울,두들다움,,"서울특별시 마포구 토정로**길 **, *층 (상수동)",서울특별시 마포구 상수동 ***-*,04075,2025-12-15,영업/정상
서울,고양이분양 전문 달루나캣츠 마포점,,"서울특별시 마포구 서강로 **, *층 (창전동)",서울특별시 마포구 창전동 **-*,04065,2023-03-11,영업/정상
서울,서울먼치킨분양 프리미엄먼치킨 본점,,"서울특별시 마포구 양화로*길 **, *층 (합정동)",서울특별시 마포구 합정동 ***-**,04047,2026-04-30,영업/정상
서울,펫루나안심분양센터 강아지분양 고양이분양 목동점,,"서울특별시 양천구 목동로**길 *, *층 (신정동)",서울특별시 양천구 신정동 ***-** *층,07938,2013-09-24,영업/정상
서울,고양이분양 루시캣,,"서울특별시 양천구 중앙로 ***, *층 (신정동)",서울특별시 양천구 신정동 ****-**,08091,2017-05-08,영업/정상
서울,냥플레이스,,서울특별시 양천구 목동중앙남로*길 * (목동),서울특별시 양천구 목동 ***-*,07963,2019-11-27,영업/정상
서울,목동 요미독앤캣 강아지분양 고양이분양,02-6397-1566,"서울특별시 양천구 신월로 ***, *층 (신정동)",서울특별시 양천구 신정동 ****-*,08082,2020-06-12,영업/정상
서울,달냥이,,"서울특별시 양천구 오목로**길 *, *층 (신월동)",서울특별시 양천구 신월동 ***-*,07935,2022-02-14,영업/정상
서울,목동강아지분양 고양이분양 도그마루,,"서울특별시 양천구 오목로 ***, 목동 슬로우스퀘어 *층 ***호 (목동)",서울특별시 양천구 목동 ***-** 목동 슬로우스퀘어,07999,2022-10-13,영업/정상
서울,우신펫샵,02-2699-9295,"서울특별시 양천구 중앙로 ***, *층 (신월동)",서울특별시 양천구 신월동 ***-**,08028,2025-02-14,영업/정상
서울,미오즈 고양이분양 목동점,,"서울특별시 양천구 신목로 **, 엘도라도빌딩 *층 *호 (신정동)",서울특별시 양천구 신정동 ***-* 엘도라도빌딩,08015,2025-08-25,영업/정상
서울,우주펫,,"서울특별시 양천구 등촌로 ***, *층 (목동)",서울특별시 양천구 목동 ***-*,07951,2025-12-03,영업/정상
서울,베어독 강아지분양,,"서울특별시 양천구 목동중앙북로*라길 **, *층 ***호 (목동)",서울특별시 양천구 목동 ***-*,07951,2026-04-13,영업/정상
서울,펫엔글라이더 서울목동신월점,,"서울특별시 양천구 신월로 ***, 승일뷰티타워* ***호 (신월동)",서울특별시 양천구 신월동 ***-* 승일뷰티타워*,08064,2026-06-05,영업/정상
서울,펫모아 강아지 고양이 분양,,"서울특별시 양천구 목동로**길 **, *층 (신정동)",서울특별시 양천구 신정동 ***-**,07937,2026-06-04,영업/정상
서울,더왈츠앤조이피아 강서점,,"서울특별시 양천구 가로공원로 ***, 신협빌딩 *층 (신월동)",서울특별시 양천구 신월동 **-* 신협빌딩,07905,2026-09-01,영업/정상
서울,밀레펫(이마트 목동점),031-485-5820,"서울특별시 양천구 오목로 *** (목동,목동트라팰리스 지하 *층)",서울특별시 양천구 목동 *** 목동트라팰리스 지하 *층,,2012-08-22,영업/정상
서울,박지은펫살롱,,"서울특별시 강서구 등촌로 ***, ***-*호 (등촌동)",서울특별시 강서구 등촌동 ***-*,07665,2026-02-11,영업/정상
서울,아프리카펫센터,02-3665-7579,"서울특별시 강서구 공항대로 *** (등촌동, 경왕빌딩)",서울특별시 강서구 등촌동,07590,2011-08-30,영업/정상
서울,(주)그린아쿠아펫,02-2660-8000,"서울특별시 강서구 화곡로 ***, 홈플러스강서점앤본사사옥 *층 (등촌동)",서울특별시 강서구 등촌동 ***-** 홈플러스강서점앤본사사옥,07567,2012-08-17,영업/정상
서울,강동수족관(롯데마트 김포공항점),02-2601-7064,"서울특별시 강서구 하늘길 ** (방화동, 스카이시티)",서울특별시 강서구 방화동,07505,2012-09-04,영업/정상
서울,도그플러스 동물병원,02-3662-3533,"서울특별시 강서구 화곡로 *** (등촌동, 삼성홈플러스강서점)",서울특별시 강서구 등촌동,07567,2014-10-15,영업/정상
서울,퍼피앤허니,,서울특별시 강서구 화곡로 *** (화곡동),서울특별시 강서구 화곡동 **-*,07690,2016-03-17,영업/정상
서울,퍼피대디,,"서울특별시 강서구 금낭화로 **, *층 (방화동)",서울특별시 강서구 방화동 ***-**,07607,2019-02-13,영업/정상
서울,놀러오개,070-4062-0707,서울특별시 강서구 까치산로 ** (화곡동),서울특별시 강서구 화곡동 **-***,07721,2019-03-06,영업/정상
서울,위자드 웹,,"서울특별시 강서구 양천로 ***, 그레이스힐 지하*층 ***-**호 (등촌동)",서울특별시 강서구 등촌동 *** 그레이스힐,07575,2019-06-20,영업/정상
서울,빙글독,,"서울특별시 강서구 강서로**다길 **, *층 (내발산동, 해피하우스)",서울특별시 강서구 내발산동 ***-** 해피하우스,07638,2019-11-26,영업/정상
