권역,펫샵명,전화번호,도로명주소,지번주소,우편번호,인허가일자,영업상태
서울,푸른들동물병원,02-2699-1222,서울특별시 강서구 양천로 ***-*(염창동),서울특별시 강서구 염창동 ***-**,07543,2023-03-02,영업/정상
서울,해맑은 동물병원,02-3663-7584,"서울특별시 강서구 양천로**길 **-**, 이스타빌*차 *층 ***호 (가양동)",서울특별시 강서구 가양동 ****-* 이스타빌*차 ***호,07526,2024-03-18,영업/정상
서울,구로애조원,02-868-5911,서울특별시 구로구 구로동로**길 ** (구로동),서울특별시 구로구 구로동 ***-**,08311,2016-01-04,영업/정상
서울,구로다나은동물병원,02-2672-7582,"서울특별시 구로구 신도림로 *, ***호 (신도림동)",서울특별시 구로구 신도림동 ***-* ***호,08206,2022-03-15,영업/정상
서울,로얄수족관,2690-7311,서울특별시 구로구 디지털로**길 ** (구로동),서울특별시 구로구 구로동 ***-** (주)이마트 구로점,08379,2012-09-03,영업/정상
서울,아쿠아플러스(주) 금천점,02-890-8000,"서울특별시 금천구 시흥대로 *** (독산동,홈플러스 *층)",서울특별시 금천구 독산동 ***-* 홈플러스 *층,,2012-08-29,영업/정상
서울,도그킹,02-6487-2227,"서울특별시 금천구 시흥대로 ***, *층 (시흥동)",서울특별시 금천구 시흥동 ***,08628,2017-12-04,영업/정상
서울,(주) 엠에이디씨,02-6925-5866,"서울특별시 금천구 가산디지털*로 ***-**, 가산모비우스타워 ****-*호 (가산동)",서울특별시 금천구 가산동 ***-**,08504,2023-02-16,영업/정상
서울,홈플러스 시흥점 수족관,02-895-2080,"서울특별시 금천구 시흥대로 ***, 삼성홈플러스 지하 *층 (시흥동)",서울특별시 금천구 시흥동 ***-** 삼성홈플러스,08632,2023-07-05,영업/정상
서울,도그플러스동물병원,2069-0082,"서울특별시 영등포구 당산로 ** (문래동*가,삼성홈플러스빌딩 *층)",서울특별시 영등포구 문래동*가 **-* 삼성홈플러스빌딩 *층,,2009-03-20,영업/정상
서울,러브펫 동물병원,02-2634-8275,"서울특별시 영등포구 영중로 **, 타임스퀘어 지하층 B***호 (영등포동*가)",서울특별시 영등포구 영등포동*가 *** 타임스퀘어,07305,2009-09-15,영업/정상
서울,베이비몽,02-6180-0086,서울특별시 영등포구 영중로 ** (영등포동*가),서울특별시 영등포구 영등포동*가 **-*,07301,2020-04-20,영업/정상
서울,신풍,02-835-7572,서울특별시 영등포구 신길로 **(신길동),서울특별시 영등포구 신길동 ****,07436,2021-07-05,영업/정상
서울,비쇼네,6137-5236,"서울특별시 영등포구 국제금융로 **, 서울 국제금융 센터 비*동 엘*층 (여의도동)",서울특별시 영등포구 여의도동 ** 서울 국제금융 센터,07326,2022-06-16,영업/정상
서울,아이러브독 서초점,02-523-8077,서울특별시 서초구 서초대로 *** (방배동),서울특별시 서초구 방배동 ***-**,06661,2015-09-23,영업/정상
서울,언커먼독,02-1600-3466,"서울특별시 서초구 논현로*길 ** (양재동, 서초미르)",서울특별시 서초구 양재동 ***-*,06791,2016-12-07,영업/정상
서울,낭만고양이,02-3477-9005,"서울특별시 서초구 사평대로**길 **, *층 (반포동)",서울특별시 서초구 반포동 ***-**,06575,2017-08-17,영업/정상
서울,도그소사이어티,02-582-5998,"서울특별시 서초구 방배중앙로 **, ***호 (방배동)",서울특별시 서초구 방배동 ***-**,06680,2018-07-24,영업/정상
서울,잇츠그루밍타임,02-533-8086,"서울특별시 서초구 효령로 **, 효서빌딩 (방배동)",서울특별시 서초구 방배동 ***-** 효서빌딩,06687,2021-03-05,영업/정상
서울,슈퍼바우,1577-2711,"서울특별시 강남구 선릉로***길 **-*, *층 (신사동)",서울특별시 강남구 신사동 ***-* *층,06018,2012-10-18,영업/정상
서울,강아지마을2012,070-4001-3345,서울특별시 강남구 압구정로**길 ** (신사동),서울특별시 강남구 신사동,06028,2016-10-11,영업/정상
서울,멈미스,02-512-0401,"서울특별시 강남구 압구정로**길 **-*, *층 (청담동)",서울특별시 강남구 청담동 ***-**,06013,2016-10-18,영업/정상
서울,청담펫츠,02-548-8844,"서울특별시 강남구 선릉로 ***, 한솔빌딩 *층 (논현동)",서울특별시 강남구 논현동 ***-** 한솔빌딩 *층,06056,2019-10-21,영업/정상
서울,파이리코,02-6205-1188,"서울특별시 강남구 영동대로 ***, *층 브이***호 (삼성동, 삼성동 미켈란 ***)",서울특별시 강남구 삼성동 *** 삼성동 미켈란 ***,06083,2022-01-07,영업/정상
서울,PET WAVE,02-1551-1515,서울특별시 송파구 송파대로 *** (송파동),서울특별시 송파구 송파동 **-*,05625,2024-04-18,영업/정상
서울,유니온바이오메트릭스,02-6488-3147,"서울특별시 송파구 법원로 ***, 문정대명벨리온 ***호 (문정동)",서울특별시 송파구 문정동 ***-* 문정대명벨리온,05836,2025-05-15,영업/정상
서울,(주)로지스톤,02-400-1387,"서울특별시 송파구 동남로*길 *, 대전빌딩 *층 (문정동)",서울특별시 송파구 문정동 ** 대전빌딩,05805,2020-08-12,영업/정상
서울,야옹아멍멍해봐 송파위례점,02-3012-4400,"서울특별시 송파구 위례서로 ***, 위례제일주유소 *층 (거여동)",서울특별시 송파구 거여동 산 ** 위례제일주유소,05790,2020-08-25,영업/정상
서울,잠실 강아지분양 고양이분양 서리펫,1566-8713,"서울특별시 송파구 석촌호수로 ***, *층 (잠실동)",서울특별시 송파구 잠실동 ***-*,05566,2020-11-16,영업/정상
서울,잠실준25시동물병원,02-415-7580,서울특별시 송파구 석촌호수로 *** (삼전동),서울특별시 송파구 삼전동 **-*,05600,2008-10-21,영업/정상
서울,몰리스펫샵 코리아퍼피 가든점,070-8870-8245,"서울특별시 송파구 충민로 **, 지하*층 (문정동, 가든파이브툴)",서울특별시 송파구 문정동 *** 가든파이브툴 지하*층,05840,2011-07-01,영업/정상
서울,리얼허브애견카페,02-449-2700,서울특별시 송파구 동남로*길 ** (문정동),,05804,2016-08-16,영업/정상
서울,하트동물메디컬센터,02-424-2955,서울특별시 송파구 삼학사로 ** (삼전동),서울특별시 송파구 삼전동 ***-** 신일빌딩,05603,2017-11-22,영업/정상
서울,하치이야기,02-479-3385,서울특별시 강동구 양재대로**길 ** (성내동),서울특별시 강동구 성내동 ***-**,05403,2012-07-31,영업/정상
서울,로얄수족관,02-2690-7311,"서울특별시 강동구 천호대로 **** (천호동, 이마트)",서울특별시 강동구 천호동 ***-*,05328,2012-08-20,영업/정상
서울,멍멍이냥 강아지분양,02-470-4469,서울특별시 강동구 상암로 **-*(천호동),서울특별시 강동구 천호동 ***-**,05319,2016-04-18,영업/정상
서울,미소펫,02-486-4589,"서울특별시 강동구 양재대로 ****, c동 *층 (길동)",서울특별시 강동구 길동 ***-*,05343,2019-09-10,영업/정상
서울,포포앤미루 강동점,02-471-8825,"서울특별시 강동구 양재대로**가길 **, 키키빌딩 *층 (성내동)",서울특별시 강동구 성내동 ***-** 키키빌딩,05405,2022-11-30,영업/정상
서울,어바웃독,02-558-8077,"서울특별시 강동구 양재대로***길 **, ***호 (성내동)",서울특별시 강동구 성내동 ***-**,05374,2023-03-28,영업/정상
부산,부산강아지분양 고양이분양 베스트펫,051-245-9319,"부산광역시 중구 중앙대로 **-*, *~*층 (중앙동*가)",부산광역시 중구 중앙동*가 *,48957,2017-11-27,영업/정상
부산,한강아쿠아 롯데마트 광복점,031-527-4244,"부산광역시 중구 중앙대로 *, 롯데백화점광복점 *층 (중앙동*가)",부산광역시 중구 중앙동*가 **-* 롯데백화점광복점,48944,2018-12-12,영업/정상
부산,몽몽이애견미용,051-247-7767,부산광역시 서구 까치고개로 *** (토성동*가),,49224,2017-10-20,영업/정상
부산,두부네 애견카페,051-891-2688,부산광역시 부산진구 복지로 ** (개금동),부산광역시 부산진구 개금동 ***,47321,2014-06-26,영업/정상
부산,프라임도그 강아지분양 부산점,051-852-0545,부산광역시 부산진구 중앙대로 ***-** (양정동),부산광역시 부산진구 양정동 ***-*,47214,2015-02-16,영업/정상
부산,도그쇼 강아지분양 애견입양 부산본점,051-583-1500,부산광역시 부산진구 거제대로**번길 * (양정동),부산광역시 부산진구 양정동 ***-**,47214,2015-02-25,영업/정상
부산,펫스타샵,051-851-9777,"부산광역시 부산진구 거제대로 **, *층 (양정동)",,47214,2016-10-10,영업/정상
부산,프리미엄캣,051-804-0600,"부산광역시 부산진구 거제대로 *, *층 (양정동)",부산광역시 부산진구 양정동 ***-**,47215,2019-08-09,영업/정상
부산,착한 고양이,051-863-2779,부산광역시 부산진구 중앙대로 ***-* (양정동),부산광역시 부산진구 양정동 ***-**,47215,2023-06-08,영업/정상
부산,미스터독,051-867-3400,"부산광역시 부산진구 전포대로 *** (전포동,대우디오빌투상가)",부산광역시 부산진구 전포동 ***-* 대우디오빌투상가,,2011-11-16,영업/정상
부산,부산강아지분양 앨리펫,051-851-0011,부산광역시 부산진구 거제대로 ** (양정동),,47214,2013-04-22,영업/정상
부산,롯데마트 동래점,031-527-4244,"부산광역시 동래구 중앙대로 ****, 롯데마트 *층 (온천동)",부산광역시 동래구 온천동 ***-* 롯데마트,47727,2023-04-10,영업/정상
부산,그린펫,070-8725-7300,"부산광역시 동래구 명장로***번길 **, *층 (명장동)",부산광역시 동래구 명장동 ***-**,47778,2014-12-10,영업/정상
부산,그린펫 동래점,051-557-7311,"부산광역시 동래구 충렬대로***번길 **, *층 (명륜동)",부산광역시 동래구 명륜동 ***-**,47815,2022-09-02,영업/정상
부산,애견마트,051-621-6887,부산광역시 남구 동명로 ***-* (용호동),부산광역시 남구 용호동 ***-*,48566,2008-10-27,영업/정상
부산,아미고펫,051-612-4645,"부산광역시 남구 용소로*번길 **, *층 (대연동)",부산광역시 남구 대연동 **-**,48498,2018-09-17,영업/정상
부산,프루븐,051-632-1313,부산광역시 남구 수영로 *** (대연동),부산광역시 남구 대연동 ****-*,48445,2023-05-03,영업/정상
부산,애견하우스,051-628-2924,부산광역시 남구 석포로 **-* (감만동),부산광역시 남구 감만동,48490,2008-02-29,영업/정상
부산,롯데마트 화명점,051-806-8990,"부산광역시 북구 화명대로 **, 롯데마트 *층 (화명동)",부산광역시 북구 화명동 **** 롯데마트,46525,2012-06-21,영업/정상
부산,구포동물병원,051-332-1213,"부산광역시 북구 낙동대로 ****, *층 ***호 (구포동)",부산광역시 북구 구포동 ****-*,46503,2025-01-06,영업/정상
부산,로얄 수족관,051-608-1234,"부산광역시 해운대구 좌동순환로 ***, 이마트해운대점 *층 (중동)",부산광역시 해운대구 중동 **** 이마트해운대점,48096,2023-07-25,영업/정상
부산,망고키즈트라이랩 센텀점,051-522-2223,"부산광역시 해운대구 선수촌로**번길 **, 마린레포츠센터 지하*층 (반여동)",부산광역시 해운대구 반여동 ****-** 마린레포츠센터,48043,2023-11-06,영업/정상
부산,쁘띠몽,051-746-2009,"부산광역시 해운대구 좌동로**번길 *, *층 (중동)",부산광역시 해운대구 중동 ****-*,48102,2014-05-04,영업/정상
부산,스타독스,051-702-9311,"부산광역시 해운대구 해운대로 ***, ***호 (좌동, 파밀리에펄시티)",,48102,2015-11-13,영업/정상
부산,견우,051-731-0087,"부산광역시 해운대구 좌동로**번길 **, *층 (중동)",부산광역시 해운대구 중동 ***-*,48082,2017-07-17,영업/정상
부산,펫코스(Pet-cose),051-710-2002,"부산광역시 해운대구 해운대해변로***번길 **, *층 (중동)",부산광역시 해운대구 중동 ****-*,48096,2018-07-19,영업/정상
부산,키티앤퍼피,051-704-7581,"부산광역시 해운대구 해운대로 *** (우동, 해운대한솔솔파크)",부산광역시 해운대구 우동 ***-* 해운대한솔솔파크,48093,2019-05-21,영업/정상
부산,롯데마트 사하점 수족관,051-806-8991,부산광역시 사하구 을숙도대로 *** (장림동),부산광역시 사하구 장림동 ****-**** 롯데마트 사하점,,2012-05-15,영업/정상
부산,똥강아지,051-205-0223,부산광역시 사하구 낙동대로***번길 * (당리동),부산광역시 사하구 당리동 ***-**,49398,2018-09-10,영업/정상
부산,멍멍아 노~올자,051-526-0901,부산광역시 금정구 서동로 *** (서동),부산광역시 금정구 서동 ***,46318,2008-09-02,영업/정상
부산,펫미인,051-583-4144,부산광역시 금정구 금강로 ***-* (구서동),부산광역시 금정구 구서동 ***-**,46242,2018-07-05,영업/정상
부산,펫피플 스타필드명지점,051-990-0044,"부산광역시 강서구 명지국제*로 ***, 스타필드 시티 명지점 *층 ****호 (명지동)",부산광역시 강서구 명지동 **** 스타필드 시티 명지점,46726,2019-11-01,영업/정상
부산,개청순한고양이,051-866-0888,"부산광역시 연제구 반송로 **, ***동 ***호 (연산동, 연산동 일동 미라주 더 스타)",부산광역시 연제구 연산동 **** 연산동 일동 미라주 더 스타 ***동 ***호,47552,2018-04-17,영업/정상
부산,부산강아지분양 유독,051-711-6333,부산광역시 수영구 과정로**번길 ** (망미동),부산광역시 수영구 망미동 ***-**,48218,2025-02-24,영업/정상
부산,웰빙펫,051-759-5285,부산광역시 수영구 감포로**번길 ** (민락동),부산광역시 수영구 민락동 ***-**,,2010-07-19,영업/정상
부산,두두펫케어,051-755-1312,부산광역시 수영구 망미로*번길 ** (광안동),부산광역시 수영구 광안동 ****-**,48240,2018-06-12,영업/정상
부산,프란다스의 개,051-753-4490,"부산광역시 수영구 수영로***번길 **, 상가동 ***호 (광안동)",부산광역시 수영구 광안동 ***-* 상가동 ***호,48300,2018-09-06,영업/정상
부산,(주)바이오시스템아쿠아(롯데마트사상점),051-806-8991,부산광역시 사상구 낙동대로 *** (엄궁동),부산광역시 사상구 엄궁동 ***,47032,2012-06-20,영업/정상
부산,핑크애견,051-721-8188,부산광역시 기장군 기장읍 차성동로 **,부산광역시 기장군 기장읍 동부리 ***-*,46061,2009-05-25,영업/정상
부산,애견의 집,051-724-2755,부산광역시 기장군 기장읍 차성남로**번길 **,부산광역시 기장군 기장읍 대라리 ***-* 바다마을,46066,2023-01-12,영업/정상
부산,JY펫,051-902-0023,"부산광역시 기장군 기장읍 차성동로***번길 *, 엘림음악학원 *층",부산광역시 기장군 기장읍 교리 ***-* 엘림음악학원,46055,2025-12-04,영업/정상
대구,기역(ㄱ)유통,053-252-9133,대구광역시 중구 태평로 ** (태평로*가),대구광역시 중구 태평로*가 ***-*,41901,2015-08-27,영업/정상
대구,대구강아지분양 원펫,053-422-0250,"대구광역시 중구 달구벌대로 ****, *층 (봉산동)",대구광역시 중구 봉산동 ***-*,41943,2018-12-24,영업/정상
대구,앨리스동물병원,053-963-0775,"대구광역시 동구 안심로 ***, *동 ***호 (신서동)",대구광역시 동구 신서동 ***,41083,2025-08-13,영업/정상
대구,이쁘개귀엽개,070-8126-8761,"대구광역시 동구 국채보상로***길 **, ***동 ***호 (신천동, 우방푸른타운상가)",대구광역시 동구 신천동 ***-* 우방푸른타운상가 ***동 ***호,41267,2014-04-18,영업/정상
대구,엔젤퍼피,053-965-5979,대구광역시 동구 안심로**길 **-** (율하동),대구광역시 동구 율하동 ****,41106,2018-11-05,영업/정상
대구,젠틀펫,053-586-3512,대구광역시 서구 와룡로**길 ** (중리동),대구광역시 서구 중리동 ****-***,41843,2023-04-19,영업/정상
대구,미유펫대구 강아지분양고양이분양(도그플러스동물병원),053-314-0075,대구광역시 북구 동암로**길 * (동천동),대구광역시 북구 동천동 ***,,2008-12-24,영업/정상
대구,마리오펫,053-248-2858,"대구광역시 수성구 무학로**길 **, *층 (두산동)",대구광역시 수성구 두산동 ***-* *층,42174,2014-05-08,영업/정상
대구,딱지애견샵,053-763-6445,"대구광역시 수성구 수성로 ** (상동, 수성동일하이빌레이크시티아파트 상가 ***,***호)",,42166,2015-09-16,영업/정상
대구,러블리펫,053-795-7771,"대구광역시 수성구 달구벌대로 ****, 상가***동 *호 (신매동, 신매동 효성 백년가약 (청))",대구광역시 수성구 신매동 *** 신매동 효성 백년가약 (청) 상가***동 *호,42271,2019-02-18,영업/정상
대구,퍼피애견샵,053-782-7940,"대구광역시 수성구 지범로 **, *층 (지산동)",대구광역시 수성구 지산동 ****-**,42187,2025-09-02,영업/정상
대구,미니펫스토리,070-8779-5058,"대구광역시 달서구 송현동길 **, *층 (송현동)",대구광역시 달서구 송현동 ****-* *층,42740,2018-01-04,영업/정상
대구,아이러브독도,053-285-3434,"대구광역시 달서구 서당로*길 **, *층 (신당동)","대구광역시 달서구 신당동 ****-* , *층",42608,2018-09-25,영업/정상
대구,샤방샤방,053-285-7979,"대구광역시 달성군 현풍읍 테크노상업로 **, ***호",대구광역시 달성군 현풍읍 중리 ***,43017,2019-08-01,영업/정상
인천,(주)이마트 동인천점,032-451-1234,"인천광역시 중구 인중로 ***, 동인천이마트 (신생동)",인천광역시 중구 신생동 ** 동인천이마트,22324,2013-01-02,영업/정상
인천,강아지나라,032-762-1094,"인천광역시 중구 우현로 ** (내동, 피아투,강아지나라)",인천광역시 중구 내동 ***-*,22322,2017-10-25,영업/정상
인천,강아지나라,032-762-1094,"인천광역시 제물포구 우현로 ** (내동, 피아투,강아지나라)",인천광역시 제물포구 내동 ***-*,22322,2017-10-25,영업/정상
인천,주주클럽,032-777-4599,인천광역시 제물포구 송림로 *** (송림동),인천광역시 제물포구 송림동 **-**,22545,2018-05-08,영업/정상
인천,(주)이마트 동인천점,032-451-1234,"인천광역시 제물포구 인중로 ***, 동인천이마트 (신생동)",인천광역시 제물포구 신생동 ** 동인천이마트,22324,2013-01-02,영업/정상
인천,밍키애견,032-889-5001,인천광역시 제물포구 새천년로 ** (송림동),인천광역시 제물포구 송림동 **-**,22560,2009-04-01,영업/정상
인천,둥지애견,032-874-1555,인천광역시 미추홀구 인하로***번길 * (용현동),인천광역시 미추홀구 용현동 **-*,22210,2008-11-05,영업/정상
인천,토토애견,032-873-8015,인천광역시 미추홀구 제일로 ** (도화동),인천광역시 미추홀구 도화동 ***-**,22153,2009-08-13,영업/정상
인천,아지세상(애견샾),032-876-1253,인천광역시 미추홀구 경인로***번길 **-** (주안동),인천광역시 미추홀구 주안동 ***-*,22139,2016-09-29,영업/정상
인천,버디독 고양이분양 강아지분양 안심분양센터 인천점,070-4795-9394,"인천광역시 미추홀구 주안로 ***, *층 (주안동)",인천광역시 미추홀구 주안동 **-*,22134,2023-06-29,영업/정상
인천,홈플러스 인하점 수족관,032-763-2080,"인천광역시 미추홀구 소성로 *, 홈플러스 B*층 (학익동)",인천광역시 미추홀구 학익동 ***-** 홈플러스,22201,2024-02-05,영업/정상
인천,섹시독,032-834-0907,"인천광역시 연수구 컨벤시아대로 **, ***동 ***, ***호 (송도동, 푸르지오월드마크)","인천광역시 연수구 송도동 **-** 푸르지오월드마크 ***동 ***, ***호",22001,2012-05-09,영업/정상
인천,한강아쿠아 롯데마트 연수점,031-527-4244,"인천광역시 연수구 청능대로 ** (청학동, 롯데마트 연수점)",인천광역시 연수구 청학동 ***-*,21926,2012-08-17,영업/정상
인천,몽몽이하우스 인천연수점,032-822-8275,"인천광역시 연수구 청능대로 ***, 홈플러스 인천연수점 B*층 X*,YF호 (동춘동)",인천광역시 연수구 동춘동 *** 스퀘어원,21975,2018-12-03,영업/정상
인천,퍼피하우스 인천송도점,070-4197-9594,"인천광역시 연수구 신송로 ***-**, 대경스위트리아 ***호 (송도동)",인천광역시 연수구 송도동 **-** 대경스위트리아 ***호,22002,2022-05-09,영업/정상
인천,한강아쿠아영어조합법인 송도점,031-527-4244,"인천광역시 연수구 컨벤시아대로 ***, 롯데마트 *층 (송도동)",인천광역시 연수구 송도동 *-** 롯데마트 *층,21998,2023-01-03,영업/정상
인천,주식회사 우연컴퍼니,02-2038-8602,"인천광역시 연수구 테크노파크로***번길 *, 스타빌딩 ***-B**호 (송도동)",인천광역시 연수구 송도동 *-** 스타빌딩 ***호,21998,2023-05-15,영업/정상
인천,유앤미펫 강아지분양 고양이분양 인천본점,1670-2699,인천광역시 남동구 남동대로 *** (간석동),인천광역시 남동구 간석동 ***-*,21545,2017-04-21,영업/정상
인천,인천개공원 카페,032-461-6021,인천광역시 남동구 무네미로 ***-** (장수동),인천광역시 남동구 장수동 ***-*,21530,2018-10-12,영업/정상
인천,애견용품 창고형 할인매장,032-471-0289,인천광역시 남동구 인주대로 *** (만수동),인천광역시 남동구 만수동 ***-**,21589,2018-12-31,영업/정상
인천,인천강아지분양 고양이분양 도그마루,1566-8713,"인천광역시 남동구 앵고개로 ***, *층 ***, ***, ***호 (논현동)","인천광역시 남동구 논현동 ***-* *층 ***, ***, ***호",21673,2020-06-26,영업/정상
